partida_id,temporada,rodada,data,mandante,visitante,placar,tecnico_mandante,tecnico_visitante,fonte,observacao
2057,2007,29,2007-07-07,Sao Paulo,Flamengo,0-0,Muricy Ramalho,Ney Franco,print_usuario,Completado a partir do print enviado pelo usuario.
