source,source_event_id,source_url,partida_id,temporada_id,rodada,data,clube,jogador,posicao_espn,posicao,tipo,minuto,num_camisa
ESPN,732591,https://www.espn.com/soccer/match/_/gameId/732591,8790,2025,1,2025-03-29,Mirassol,Jemmes,CD-R,Zagueiro,Amarelo,11,3
ESPN,732591,https://www.espn.com/soccer/match/_/gameId/732591,8790,2025,1,2025-03-29,Cruzeiro,Matheus Henrique,CM-L,Meio-campo,Amarelo,30,8
ESPN,732591,https://www.espn.com/soccer/match/_/gameId/732591,8790,2025,1,2025-03-29,Cruzeiro,Walace,CM-R,Meio-campo,Amarelo,33,5
ESPN,732591,https://www.espn.com/soccer/match/_/gameId/732591,8790,2025,1,2025-03-29,Cruzeiro,Lucas Romero,SUB,,Amarelo,49,29
ESPN,732591,https://www.espn.com/soccer/match/_/gameId/732591,8790,2025,1,2025-03-29,Mirassol,Reinaldo,LB,Zagueiro,Amarelo,63,6
ESPN,732591,https://www.espn.com/soccer/match/_/gameId/732591,8790,2025,1,2025-03-29,Mirassol,Edson Carioca,SUB,,Amarelo,85,95
ESPN,732591,https://www.espn.com/soccer/match/_/gameId/732591,8790,2025,1,2025-03-29,Mirassol,Nao informado (Mirassol),,,Amarelo,88,
ESPN,732591,https://www.espn.com/soccer/match/_/gameId/732591,8790,2025,1,2025-03-29,Cruzeiro,Cássio,G,Goleiro,Amarelo,94,1
ESPN,732593,https://www.espn.com/soccer/match/_/gameId/732593,8787,2025,1,2025-03-29,Fluminense,Nao informado (Fluminense),,,Amarelo,68,
ESPN,732593,https://www.espn.com/soccer/match/_/gameId/732593,8787,2025,1,2025-03-29,Fortaleza,Moisés,SUB,,Amarelo,95,21
ESPN,732599,https://www.espn.com/soccer/match/_/gameId/732599,8788,2025,1,2025-03-29,Gremio,Wagner Leonardo,CD-L,Zagueiro,Amarelo,39,3
ESPN,732599,https://www.espn.com/soccer/match/_/gameId/732599,8788,2025,1,2025-03-29,Gremio,Jemerson,CD-R,Zagueiro,Amarelo,49,21
ESPN,732599,https://www.espn.com/soccer/match/_/gameId/732599,8788,2025,1,2025-03-29,Gremio,Cristian Pavón,SUB,,Amarelo,95,7
ESPN,732599,https://www.espn.com/soccer/match/_/gameId/732599,8788,2025,1,2025-03-29,Gremio,Cristian Olivera,AM-R,Meio-campo,Amarelo,96,99
ESPN,732595,https://www.espn.com/soccer/match/_/gameId/732595,8786,2025,1,2025-03-29,Vitoria,Ronald,RM,Meio-campo,Amarelo,26,8
ESPN,732595,https://www.espn.com/soccer/match/_/gameId/732595,8786,2025,1,2025-03-29,Juventude,Jádson,CM-L,Meio-campo,Amarelo,37,16
ESPN,732595,https://www.espn.com/soccer/match/_/gameId/732595,8786,2025,1,2025-03-29,Juventude,Ênio,LM,Meio-campo,Amarelo,37,97
ESPN,732595,https://www.espn.com/soccer/match/_/gameId/732595,8786,2025,1,2025-03-29,Vitoria,Neris,CD-L,Zagueiro,Amarelo,42,77
ESPN,732595,https://www.espn.com/soccer/match/_/gameId/732595,8786,2025,1,2025-03-29,Vitoria,Lucas Halter,CD-R,Zagueiro,Amarelo,50,5
ESPN,732595,https://www.espn.com/soccer/match/_/gameId/732595,8786,2025,1,2025-03-29,Juventude,Enmerson Batalla,RM,Meio-campo,Amarelo,67,27
ESPN,732595,https://www.espn.com/soccer/match/_/gameId/732595,8786,2025,1,2025-03-29,Vitoria,Ricardo,CM,Meio-campo,Amarelo,70,28
ESPN,732598,https://www.espn.com/soccer/match/_/gameId/732598,8789,2025,1,2025-03-29,Sport,Lucas Lima,RM,Meio-campo,Amarelo,59,10
ESPN,732598,https://www.espn.com/soccer/match/_/gameId/732598,8789,2025,1,2025-03-29,Sport,Matheus Alexandre,SUB,,Amarelo,93,33
ESPN,732592,https://www.espn.com/soccer/match/_/gameId/732592,8791,2025,1,2025-03-29,Internacional,Vitinho,AM-R,Meio-campo,Amarelo,49,28
ESPN,732592,https://www.espn.com/soccer/match/_/gameId/732592,8791,2025,1,2025-03-29,Flamengo,Erick Pulgar,RM,Meio-campo,Amarelo,64,5
ESPN,732592,https://www.espn.com/soccer/match/_/gameId/732592,8791,2025,1,2025-03-29,Internacional,Alan Patrick,AM,Meio-campo,Amarelo,75,10
ESPN,732592,https://www.espn.com/soccer/match/_/gameId/732592,8791,2025,1,2025-03-29,Internacional,Juninho,CD-L,Zagueiro,Amarelo,78,18
ESPN,732592,https://www.espn.com/soccer/match/_/gameId/732592,8791,2025,1,2025-03-29,Flamengo,Nicolás de la Cruz,LM,Meio-campo,Amarelo,83,18
ESPN,732592,https://www.espn.com/soccer/match/_/gameId/732592,8791,2025,1,2025-03-29,Internacional,Vitão,CD-R,Zagueiro,Amarelo,87,4
ESPN,732596,https://www.espn.com/soccer/match/_/gameId/732596,8792,2025,1,2025-03-30,Palmeiras,Murilo,CD-R,Zagueiro,Amarelo,43,26
ESPN,732596,https://www.espn.com/soccer/match/_/gameId/732596,8792,2025,1,2025-03-30,Botafogo-RJ,Alexander Barboza,CD-L,Zagueiro,Amarelo,50,20
ESPN,732596,https://www.espn.com/soccer/match/_/gameId/732596,8792,2025,1,2025-03-30,Botafogo-RJ,Artur,LM,Meio-campo,Amarelo,57,7
ESPN,732596,https://www.espn.com/soccer/match/_/gameId/732596,8792,2025,1,2025-03-30,Palmeiras,Mayke,RB,Zagueiro,Amarelo,62,12
ESPN,732596,https://www.espn.com/soccer/match/_/gameId/732596,8792,2025,1,2025-03-30,Palmeiras,Estêvão,AM-R,Meio-campo,Amarelo,84,41
ESPN,732596,https://www.espn.com/soccer/match/_/gameId/732596,8792,2025,1,2025-03-30,Botafogo-RJ,Matheus Martins,SUB,,Amarelo,84,11
ESPN,732594,https://www.espn.com/soccer/match/_/gameId/732594,8793,2025,1,2025-03-30,Vasco,Lucas Piton,LB,Zagueiro,Amarelo,33,6
ESPN,732594,https://www.espn.com/soccer/match/_/gameId/732594,8793,2025,1,2025-03-30,Santos,João Pedro Chermont,RB,Zagueiro,Amarelo,95,44
ESPN,732590,https://www.espn.com/soccer/match/_/gameId/732590,8794,2025,1,2025-03-30,Bahia,Éverton Ribeiro,RM,Meio-campo,Amarelo,43,10
ESPN,732590,https://www.espn.com/soccer/match/_/gameId/732590,8794,2025,1,2025-03-30,Bahia,Éverton Ribeiro,RM,Meio-campo,Vermelho,51,10
ESPN,732590,https://www.espn.com/soccer/match/_/gameId/732590,8794,2025,1,2025-03-30,Corinthians,João Pedro,SUB,,Amarelo,62,47
ESPN,732590,https://www.espn.com/soccer/match/_/gameId/732590,8794,2025,1,2025-03-30,Bahia,Jean Lucas,LM,Meio-campo,Amarelo,63,6
ESPN,732590,https://www.espn.com/soccer/match/_/gameId/732590,8794,2025,1,2025-03-30,Bahia,Gabriel Xavier,SUB,,Amarelo,73,3
ESPN,732590,https://www.espn.com/soccer/match/_/gameId/732590,8794,2025,1,2025-03-30,Corinthians,Breno Bidon,AM,Meio-campo,Amarelo,85,27
ESPN,732597,https://www.espn.com/soccer/match/_/gameId/732597,8795,2025,1,2025-03-31,Ceara,Pedro Raúl,F,Atacante,Amarelo,27,9
ESPN,732597,https://www.espn.com/soccer/match/_/gameId/732597,8795,2025,1,2025-03-31,Bragantino,Matheus Fernandes,RM,Meio-campo,Amarelo,33,35
ESPN,732597,https://www.espn.com/soccer/match/_/gameId/732597,8795,2025,1,2025-03-31,Ceara,Fernando Sandro Pereira,RM,Meio-campo,Amarelo,46,88
ESPN,732597,https://www.espn.com/soccer/match/_/gameId/732597,8795,2025,1,2025-03-31,Ceara,Fabiano,RB,Zagueiro,Amarelo,52,70
ESPN,732601,https://www.espn.com/soccer/match/_/gameId/732601,8796,2025,2,2025-04-05,Gremio,Francis Amuzu,AM-L,Meio-campo,Amarelo,16,9
ESPN,732601,https://www.espn.com/soccer/match/_/gameId/732601,8796,2025,2,2025-04-05,Gremio,Douglas Arezo,F,Atacante,Amarelo,41,19
ESPN,732601,https://www.espn.com/soccer/match/_/gameId/732601,8796,2025,2,2025-04-05,Gremio,Igor Schlemper,RB,Zagueiro,Amarelo,54,34
ESPN,732601,https://www.espn.com/soccer/match/_/gameId/732601,8796,2025,2,2025-04-05,Ceara,Matheus Bahia,LB,Zagueiro,Amarelo,73,79
ESPN,732600,https://www.espn.com/soccer/match/_/gameId/732600,8797,2025,2,2025-04-05,Vasco,Jair,RM,Meio-campo,Amarelo,5,8
ESPN,732600,https://www.espn.com/soccer/match/_/gameId/732600,8797,2025,2,2025-04-05,Corinthians,Raniele,CM,Meio-campo,Amarelo,11,14
ESPN,732600,https://www.espn.com/soccer/match/_/gameId/732600,8797,2025,2,2025-04-05,Corinthians,José Andrés Martínez,,,Amarelo,48,70
ESPN,732600,https://www.espn.com/soccer/match/_/gameId/732600,8797,2025,2,2025-04-05,Vasco,João Victor,CD-R,Zagueiro,Amarelo,49,38
ESPN,732600,https://www.espn.com/soccer/match/_/gameId/732600,8797,2025,2,2025-04-05,Corinthians,Mateuzinho,RB,Zagueiro,Amarelo,66,2
ESPN,732600,https://www.espn.com/soccer/match/_/gameId/732600,8797,2025,2,2025-04-05,Corinthians,Nao informado (Corinthians),,,Vermelho,83,
ESPN,732609,https://www.espn.com/soccer/match/_/gameId/732609,8798,2025,2,2025-04-05,Botafogo-RJ,Alexander Barboza,CD-L,Zagueiro,Amarelo,3,20
ESPN,732609,https://www.espn.com/soccer/match/_/gameId/732609,8798,2025,2,2025-04-05,Juventude,Enmerson Batalla,RM,Meio-campo,Amarelo,29,27
ESPN,732609,https://www.espn.com/soccer/match/_/gameId/732609,8798,2025,2,2025-04-05,Juventude,Daniel Giraldo,CM-L,Meio-campo,Amarelo,35,8
ESPN,732609,https://www.espn.com/soccer/match/_/gameId/732609,8798,2025,2,2025-04-05,Botafogo-RJ,Gregore,DM,Meio-campo,Amarelo,51,26
ESPN,732609,https://www.espn.com/soccer/match/_/gameId/732609,8798,2025,2,2025-04-05,Juventude,Adriano Martins,CD-L,Zagueiro,Amarelo,57,3
ESPN,732608,https://www.espn.com/soccer/match/_/gameId/732608,8799,2025,2,2025-04-06,Atletico-MG,Lyanco,CD-R,Zagueiro,Amarelo,34,4
ESPN,732608,https://www.espn.com/soccer/match/_/gameId/732608,8799,2025,2,2025-04-06,Sao Paulo,Ferreira,AM-L,Meio-campo,Amarelo,34,11
ESPN,732608,https://www.espn.com/soccer/match/_/gameId/732608,8799,2025,2,2025-04-06,Sao Paulo,Nao informado (Sao Paulo),,,Amarelo,46,
ESPN,732608,https://www.espn.com/soccer/match/_/gameId/732608,8799,2025,2,2025-04-06,Sao Paulo,Nao informado (Sao Paulo),,,Vermelho,46,
ESPN,732608,https://www.espn.com/soccer/match/_/gameId/732608,8799,2025,2,2025-04-06,Sao Paulo,André Silva,F,Atacante,Amarelo,49,17
ESPN,732608,https://www.espn.com/soccer/match/_/gameId/732608,8799,2025,2,2025-04-06,Sao Paulo,Jonathan Calleri,SUB,,Vermelho,84,9
ESPN,732608,https://www.espn.com/soccer/match/_/gameId/732608,8799,2025,2,2025-04-06,Sao Paulo,Alan Franco,CD-L,Zagueiro,Amarelo,91,28
ESPN,732608,https://www.espn.com/soccer/match/_/gameId/732608,8799,2025,2,2025-04-06,Atletico-MG,Lyanco,CD-R,Zagueiro,Vermelho,99,4
ESPN,732607,https://www.espn.com/soccer/match/_/gameId/732607,8800,2025,2,2025-04-06,Fluminense,Hércules,RM,Meio-campo,Amarelo,30,35
ESPN,732606,https://www.espn.com/soccer/match/_/gameId/732606,8801,2025,2,2025-04-06,Cruzeiro,Jonathan Jesus,CD-L,Zagueiro,Vermelho,20,34
ESPN,732606,https://www.espn.com/soccer/match/_/gameId/732606,8801,2025,2,2025-04-06,Cruzeiro,Cássio,G,Goleiro,Amarelo,24,1
ESPN,732606,https://www.espn.com/soccer/match/_/gameId/732606,8801,2025,2,2025-04-06,Internacional,Alexander Bernabei,LB,Zagueiro,Amarelo,70,26
ESPN,732605,https://www.espn.com/soccer/match/_/gameId/732605,8802,2025,2,2025-04-06,Fortaleza,Emmanuel Martínez,CM-R,Meio-campo,Amarelo,18,8
ESPN,732605,https://www.espn.com/soccer/match/_/gameId/732605,8802,2025,2,2025-04-06,Mirassol,Clayson,AM-L,Meio-campo,Amarelo,45,29
ESPN,732605,https://www.espn.com/soccer/match/_/gameId/732605,8802,2025,2,2025-04-06,Fortaleza,Eros Mancuso,RB,Zagueiro,Amarelo,46,14
ESPN,732605,https://www.espn.com/soccer/match/_/gameId/732605,8802,2025,2,2025-04-06,Fortaleza,Guillermo Fernández,SUB,,Amarelo,89,5
ESPN,732605,https://www.espn.com/soccer/match/_/gameId/732605,8802,2025,2,2025-04-06,Mirassol,Cristian,SUB,,Amarelo,94,17
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Palmeiras,Facundo Torres,CF-R,Atacante,Amarelo,8,17
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Palmeiras,Murilo,CD,Zagueiro,Amarelo,20,26
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Sport,Christian Rivera,AM,Meio-campo,Amarelo,21,14
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Sport,Chico,CD-L,Zagueiro,Amarelo,32,44
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Palmeiras,Bruno Fuchs,CD-R,Zagueiro,Amarelo,43,3
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Sport,Lucas Lima,RM,Meio-campo,Amarelo,45,10
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Palmeiras,Nao informado (Palmeiras),,,Amarelo,52,
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Sport,Pablo,F,Atacante,Amarelo,73,92
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Sport,Sérgio Oliveira,CM-L,Meio-campo,Amarelo,84,27
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Palmeiras,Vitor Roque,SUB,,Amarelo,94,9
ESPN,732603,https://www.espn.com/soccer/match/_/gameId/732603,8804,2025,2,2025-04-06,Sport,Matheus Alexandre,SUB,,Amarelo,98,33
ESPN,732602,https://www.espn.com/soccer/match/_/gameId/732602,8803,2025,2,2025-04-06,Vitoria,Nao informado (Vitoria),,,Vermelho,79,
ESPN,732604,https://www.espn.com/soccer/match/_/gameId/732604,8805,2025,2,2025-04-06,Santos,João Schmidt,LM,Meio-campo,Amarelo,40,5
ESPN,732604,https://www.espn.com/soccer/match/_/gameId/732604,8805,2025,2,2025-04-06,Bahia,Caio Alexandre,CM,Meio-campo,Amarelo,51,19
ESPN,732604,https://www.espn.com/soccer/match/_/gameId/732604,8805,2025,2,2025-04-06,Santos,Gil,CD-R,Zagueiro,Amarelo,56,4
ESPN,732604,https://www.espn.com/soccer/match/_/gameId/732604,8805,2025,2,2025-04-06,Santos,Yeferson Soteldo,SUB,,Amarelo,68,7
ESPN,732604,https://www.espn.com/soccer/match/_/gameId/732604,8805,2025,2,2025-04-06,Santos,Diego Pituca,SUB,,Amarelo,82,21
ESPN,732604,https://www.espn.com/soccer/match/_/gameId/732604,8805,2025,2,2025-04-06,Bahia,Erick,RM,Meio-campo,Amarelo,87,14
ESPN,732604,https://www.espn.com/soccer/match/_/gameId/732604,8805,2025,2,2025-04-06,Santos,João Pedro Chermont,RB,Zagueiro,Amarelo,97,44
ESPN,732619,https://www.espn.com/soccer/match/_/gameId/732619,8806,2025,3,2025-04-12,Juventude,Ewerton,RB,Zagueiro,Amarelo,13,2
ESPN,732619,https://www.espn.com/soccer/match/_/gameId/732619,8806,2025,3,2025-04-12,Ceara,Antonio Galeano,AM-R,Meio-campo,Amarelo,59,27
ESPN,732619,https://www.espn.com/soccer/match/_/gameId/732619,8806,2025,3,2025-04-12,Ceara,Bruno,G,Goleiro,Amarelo,83,94
ESPN,732619,https://www.espn.com/soccer/match/_/gameId/732619,8806,2025,3,2025-04-12,Ceara,Pedro Raúl,F,Atacante,Amarelo,83,9
ESPN,732612,https://www.espn.com/soccer/match/_/gameId/732612,8807,2025,3,2025-04-12,Bragantino,Jhonatan,AM,Meio-campo,Amarelo,53,10
ESPN,732612,https://www.espn.com/soccer/match/_/gameId/732612,8807,2025,3,2025-04-12,Botafogo-RJ,Marlon Freitas,LM,Meio-campo,Amarelo,53,17
ESPN,732612,https://www.espn.com/soccer/match/_/gameId/732612,8807,2025,3,2025-04-12,Bragantino,Cleiton,G,Goleiro,Amarelo,63,1
ESPN,732612,https://www.espn.com/soccer/match/_/gameId/732612,8807,2025,3,2025-04-12,Botafogo-RJ,Gregore,RM,Meio-campo,Amarelo,64,26
ESPN,732612,https://www.espn.com/soccer/match/_/gameId/732612,8807,2025,3,2025-04-12,Bragantino,Isidro Pitta,SUB,,Amarelo,88,9
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Corinthians,André Ramalho,CD-R,Zagueiro,Amarelo,4,5
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Palmeiras,Richard Ríos,CM-R,Meio-campo,Amarelo,22,8
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Corinthians,José Andrés Martínez,LM,Meio-campo,Amarelo,23,70
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Palmeiras,Nao informado (Palmeiras),,,Amarelo,26,
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Corinthians,Memphis Depay,CF-R,Atacante,Amarelo,27,10
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Corinthians,Yuri Alberto,M,Meio-campo,Amarelo,27,9
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Palmeiras,Weverton,G,Goleiro,Amarelo,27,21
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Palmeiras,Emiliano Martínez,CM-L,Meio-campo,Amarelo,31,32
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Palmeiras,Gustavo Gómez,CD,Zagueiro,Amarelo,38,15
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Palmeiras,Bruno Fuchs,CD-R,Zagueiro,Amarelo,48,3
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Palmeiras,Micael,CD-L,Zagueiro,Amarelo,56,13
ESPN,732613,https://www.espn.com/soccer/match/_/gameId/732613,8808,2025,3,2025-04-12,Corinthians,Mateuzinho,RB,Zagueiro,Amarelo,67,2
ESPN,732614,https://www.espn.com/soccer/match/_/gameId/732614,8809,2025,3,2025-04-12,Sport,Christian Rivera,AM,Meio-campo,Amarelo,31,14
ESPN,732614,https://www.espn.com/soccer/match/_/gameId/732614,8809,2025,3,2025-04-12,Sport,Nao informado (Sport),,,Amarelo,58,
ESPN,732614,https://www.espn.com/soccer/match/_/gameId/732614,8809,2025,3,2025-04-12,Vasco,Hugo Moura,LM,Meio-campo,Amarelo,65,25
ESPN,732614,https://www.espn.com/soccer/match/_/gameId/732614,8809,2025,3,2025-04-12,Vasco,Jair,SUB,,Amarelo,80,8
ESPN,732614,https://www.espn.com/soccer/match/_/gameId/732614,8809,2025,3,2025-04-12,Vasco,Alex Teixeira,SUB,,Amarelo,81,90
ESPN,732614,https://www.espn.com/soccer/match/_/gameId/732614,8809,2025,3,2025-04-12,Sport,Cunha,CD-L,Zagueiro,Amarelo,95,3
ESPN,732618,https://www.espn.com/soccer/match/_/gameId/732618,8810,2025,3,2025-04-13,Mirassol,Clayson,AM-L,Meio-campo,Amarelo,42,29
ESPN,732618,https://www.espn.com/soccer/match/_/gameId/732618,8810,2025,3,2025-04-13,Mirassol,João Victor Carroll,CD-R,Zagueiro,Amarelo,50,34
ESPN,732618,https://www.espn.com/soccer/match/_/gameId/732618,8810,2025,3,2025-04-13,Mirassol,Roni,SUB,,Amarelo,65,5
ESPN,732618,https://www.espn.com/soccer/match/_/gameId/732618,8810,2025,3,2025-04-13,Bahia,Caio Alexandre,CM,Meio-campo,Amarelo,67,19
ESPN,732618,https://www.espn.com/soccer/match/_/gameId/732618,8810,2025,3,2025-04-13,Mirassol,Iury,SUB,,Amarelo,71,77
ESPN,732618,https://www.espn.com/soccer/match/_/gameId/732618,8810,2025,3,2025-04-13,Bahia,Gilberto,RB,Zagueiro,Amarelo,74,2
ESPN,732618,https://www.espn.com/soccer/match/_/gameId/732618,8810,2025,3,2025-04-13,Mirassol,Reinaldo,SUB,,Amarelo,95,6
ESPN,732615,https://www.espn.com/soccer/match/_/gameId/732615,8811,2025,3,2025-04-13,Gremio,Edenilson,AM,Meio-campo,Amarelo,11,8
ESPN,732615,https://www.espn.com/soccer/match/_/gameId/732615,8811,2025,3,2025-04-13,Flamengo,Erick Pulgar,RM,Meio-campo,Amarelo,30,5
ESPN,732615,https://www.espn.com/soccer/match/_/gameId/732615,8811,2025,3,2025-04-13,Flamengo,Nicolás de la Cruz,LM,Meio-campo,Amarelo,83,18
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Sao Paulo,Alisson,RM,Meio-campo,Amarelo,27,25
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Cruzeiro,Kaiki,LB,Zagueiro,Amarelo,27,6
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Cruzeiro,Kaio Jorge,F,Atacante,Amarelo,51,19
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Sao Paulo,Enzo Díaz,LB,Zagueiro,Amarelo,57,13
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Sao Paulo,André Silva,F,Atacante,Amarelo,61,17
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Cruzeiro,Matheus Pereira,AM,Meio-campo,Amarelo,73,10
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Sao Paulo,Marcos Antonio,LM,Meio-campo,Amarelo,78,20
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Cruzeiro,Lucas Romero,RM,Meio-campo,Amarelo,81,29
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Cruzeiro,Fagner,RB,Zagueiro,Amarelo,84,23
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Cruzeiro,Fabrício Bruno,CD-R,Zagueiro,Amarelo,94,15
ESPN,732611,https://www.espn.com/soccer/match/_/gameId/732611,8812,2025,3,2025-04-13,Sao Paulo,Matheus Alves,SUB,,Amarelo,95,47
ESPN,732617,https://www.espn.com/soccer/match/_/gameId/732617,8813,2025,3,2025-04-13,Santos,Zé Ivaldo,CD-L,Zagueiro,Amarelo,31,2
ESPN,732617,https://www.espn.com/soccer/match/_/gameId/732617,8813,2025,3,2025-04-13,Fluminense,Germán Cano,F,Atacante,Amarelo,37,14
ESPN,732617,https://www.espn.com/soccer/match/_/gameId/732617,8813,2025,3,2025-04-13,Santos,João Paulo,SUB,,Amarelo,38,1
ESPN,732617,https://www.espn.com/soccer/match/_/gameId/732617,8813,2025,3,2025-04-13,Santos,Neymar,SUB,,Amarelo,60,10
ESPN,732617,https://www.espn.com/soccer/match/_/gameId/732617,8813,2025,3,2025-04-13,Fluminense,Facundo Bernal,SUB,,Amarelo,78,5
ESPN,732617,https://www.espn.com/soccer/match/_/gameId/732617,8813,2025,3,2025-04-13,Santos,Leonardo Godoy,RB,Zagueiro,Amarelo,83,29
ESPN,732616,https://www.espn.com/soccer/match/_/gameId/732616,8814,2025,3,2025-04-13,Fortaleza,David Luiz,CD,Zagueiro,Amarelo,32,23
ESPN,732616,https://www.espn.com/soccer/match/_/gameId/732616,8814,2025,3,2025-04-13,Internacional,Vitinho,SUB,,Amarelo,57,28
ESPN,732616,https://www.espn.com/soccer/match/_/gameId/732616,8814,2025,3,2025-04-13,Fortaleza,Calebe,CM-R,Meio-campo,Amarelo,61,10
ESPN,732616,https://www.espn.com/soccer/match/_/gameId/732616,8814,2025,3,2025-04-13,Fortaleza,Deyverson,CF-R,Atacante,Amarelo,79,18
ESPN,732616,https://www.espn.com/soccer/match/_/gameId/732616,8814,2025,3,2025-04-13,Internacional,Ramon,LB,Zagueiro,Amarelo,82,2
ESPN,732616,https://www.espn.com/soccer/match/_/gameId/732616,8814,2025,3,2025-04-13,Fortaleza,Emmanuel Martínez,SUB,,Amarelo,87,8
ESPN,732616,https://www.espn.com/soccer/match/_/gameId/732616,8814,2025,3,2025-04-13,Fortaleza,Brenno,SUB,,Amarelo,94,12
ESPN,732616,https://www.espn.com/soccer/match/_/gameId/732616,8814,2025,3,2025-04-13,Fortaleza,Brenno,SUB,,Vermelho,94,12
ESPN,732610,https://www.espn.com/soccer/match/_/gameId/732610,8815,2025,3,2025-04-13,Vitoria,Willian,LM,Meio-campo,Amarelo,28,29
ESPN,732610,https://www.espn.com/soccer/match/_/gameId/732610,8815,2025,3,2025-04-13,Atletico-MG,Guilherme Arana,LB,Zagueiro,Amarelo,43,13
ESPN,732610,https://www.espn.com/soccer/match/_/gameId/732610,8815,2025,3,2025-04-13,Vitoria,Raúl Cáceres,RB,Zagueiro,Amarelo,54,27
ESPN,732610,https://www.espn.com/soccer/match/_/gameId/732610,8815,2025,3,2025-04-13,Vitoria,Janderson,F,Atacante,Amarelo,70,39
ESPN,732610,https://www.espn.com/soccer/match/_/gameId/732610,8815,2025,3,2025-04-13,Atletico-MG,Bernard,SUB,,Amarelo,94,11
ESPN,732622,https://www.espn.com/soccer/match/_/gameId/732622,8816,2025,4,2025-04-15,Vasco,Paulinho,RM,Meio-campo,Amarelo,4,18
ESPN,732622,https://www.espn.com/soccer/match/_/gameId/732622,8816,2025,4,2025-04-15,Ceara,Fabiano,RB,Zagueiro,Amarelo,10,70
ESPN,732622,https://www.espn.com/soccer/match/_/gameId/732622,8816,2025,4,2025-04-15,Vasco,Paulo Henrique,RB,Zagueiro,Amarelo,31,96
ESPN,732622,https://www.espn.com/soccer/match/_/gameId/732622,8816,2025,4,2025-04-15,Vasco,Hugo Moura,LM,Meio-campo,Amarelo,34,25
ESPN,732622,https://www.espn.com/soccer/match/_/gameId/732622,8816,2025,4,2025-04-15,Ceara,Antonio Galeano,AM-R,Meio-campo,Amarelo,38,27
ESPN,732622,https://www.espn.com/soccer/match/_/gameId/732622,8816,2025,4,2025-04-15,Vasco,Pablo Vegetti,F,Atacante,Amarelo,62,99
ESPN,732622,https://www.espn.com/soccer/match/_/gameId/732622,8816,2025,4,2025-04-15,Ceara,Matheus Bahia,LB,Zagueiro,Amarelo,62,79
ESPN,732622,https://www.espn.com/soccer/match/_/gameId/732622,8816,2025,4,2025-04-15,Ceara,Nao informado (Ceara),,,Amarelo,71,
ESPN,732623,https://www.espn.com/soccer/match/_/gameId/732623,8817,2025,4,2025-04-16,Sao Paulo,Matheus Alves,CF-R,Atacante,Amarelo,53,47
