temporada;fase;rodada;jogo;data;mandante;placar;visitante;observacao;fonte
1996;Primeira fase;3;26;1996-08-17;Vitoria;0-1;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;27;1996-08-17;Palmeiras;5-0;Coritiba;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;28;1996-08-17;Fluminense;1-1;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;29;1996-08-17;Goias;1-2;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;30;1996-08-17;Corinthians;0-2;Portuguesa;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;31;1996-08-17;Sao Paulo;5-2;Bahia;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;32;1996-08-17;Athletico-PR;3-1;Bragantino;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;33;1996-08-17;Atletico-MG;3-1;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;34;1996-08-17;Internacional;0-0;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;35;1996-08-17;Criciuma;1-3;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;3;36;1996-08-17;Juventude;1-1;Sport;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;37;1996-08-20;Flamengo;0-1;Juventude;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;38;1996-08-20;Portuguesa;2-0;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;39;1996-08-20;Corinthians;1-0;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;40;1996-08-20;Gremio;6-1;Bragantino;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;41;1996-08-20;Bahia;2-0;Athletico-PR;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;42;1996-08-20;Coritiba;1-0;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;43;1996-08-20;Cruzeiro;2-1;Vitoria;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;44;1996-08-20;Goias;3-1;Sport;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;45;1996-08-20;Palmeiras;3-1;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;46;1996-08-20;Botafogo-RJ;1-1;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;47;1996-08-20;Santos;1-0;Fluminense;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;4;48;1996-08-20;Internacional;3-1;Criciuma;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;49;1996-08-24;Goias;0-0;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;50;1996-08-24;Bragantino;1-2;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;51;1996-08-24;Cruzeiro;2-1;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;52;1996-08-24;Criciuma;4-1;Fluminense;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;53;1996-08-24;Bahia;1-2;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;54;1996-08-24;Athletico-PR;0-1;Corinthians;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;55;1996-08-24;Sao Paulo;2-1;Santos;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;56;1996-08-24;Portuguesa;3-1;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;57;1996-08-24;Parana;3-0;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;58;1996-08-24;Sport;3-0;Coritiba;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;59;1996-08-24;Gremio;2-2;Vitoria;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;5;60;1996-08-24;Juventude;2-1;Internacional;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;61;1996-08-28;Flamengo;0-1;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;62;1996-08-28;Palmeiras;4-1;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;63;1996-08-28;Fluminense;1-1;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;64;1996-08-28;Vasco;2-1;Portuguesa;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;65;1996-08-28;Athletico-PR;0-0;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;66;1996-08-28;Coritiba;4-1;Bahia;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;67;1996-08-28;Corinthians;2-2;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;68;1996-08-28;Atletico-MG;2-0;Internacional;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;69;1996-08-28;Botafogo-RJ;0-2;Santos;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;70;1996-08-28;Vitoria;2-1;Goias;Sep 26;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;71;1996-08-28;Juventude;2-3;Criciuma;Oct 16;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;6;72;1996-08-28;Bragantino;3-1;Sport;Oct 25;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;73;1996-08-30;Guarani;3-1;Fluminense;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;74;1996-08-30;Parana;0-1;Corinthians;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;75;1996-08-30;Sao Paulo;1-0;Goias;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;76;1996-08-30;Flamengo;1-0;Athletico-PR;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;77;1996-08-30;Sport;1-0;Criciuma;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;78;1996-08-30;Vasco;1-1;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;79;1996-08-30;Vitoria;2-1;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;80;1996-08-30;Botafogo-RJ;0-0;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;81;1996-08-30;Coritiba;1-3;Santos;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;82;1996-08-30;Portuguesa;2-0;Bragantino;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;83;1996-08-30;Cruzeiro;2-1;Juventude;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;7;84;1996-08-30;Internacional;1-1;Bahia;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;85;1996-09-04;Atletico-MG;2-1;Goias;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;86;1996-09-04;Athletico-PR;3-1;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;87;1996-09-04;Bahia;2-1;Criciuma;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;88;1996-09-04;Botafogo-RJ;4-1;Coritiba;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;89;1996-09-04;Bragantino;0-1;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;90;1996-09-04;Internacional;3-0;Sport;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;91;1996-09-04;Portuguesa;2-2;Vitoria;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;92;1996-09-04;Santos;1-1;Juventude;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;93;1996-09-04;Sao Paulo;0-1;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;94;1996-09-04;Parana;1-2;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;95;1996-09-04;Corinthians;2-1;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;8;96;1996-09-04;Fluminense;1-5;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;97;1996-09-07;Sport;3-0;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;98;1996-09-07;Coritiba;1-1;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;99;1996-09-07;Santos;1-2;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;100;1996-09-07;Juventude;0-1;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;101;1996-09-07;Flamengo;1-1;Corinthians;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;102;1996-09-07;Athletico-PR;2-1;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;103;1996-09-07;Fluminense;2-1;Internacional;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;104;1996-09-07;Vitoria;4-0;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;105;1996-09-07;Criciuma;0-0;Bragantino;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;106;1996-09-07;Goias;0-0;Bahia;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;107;1996-09-07;Cruzeiro;4-1;Portuguesa;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;9;108;1996-09-07;Gremio;5-0;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;109;1996-09-14;Sport;6-0;Fluminense;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;110;1996-09-14;Bragantino;2-3;Corinthians;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;111;1996-09-14;Bahia;1-2;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;112;1996-09-14;Internacional;1-0;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;113;1996-09-14;Portuguesa;2-0;Athletico-PR;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;114;1996-09-14;Guarani;2-0;Coritiba;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;115;1996-09-14;Parana;0-0;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;116;1996-09-14;Atletico-MG;3-0;Criciuma;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;117;1996-09-14;Palmeiras;4-2;Juventude;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;118;1996-09-14;Goias;2-0;Santos;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;119;1996-09-14;Vasco;4-1;Vitoria;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;10;120;1996-09-14;Botafogo-RJ;0-2;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;121;1996-09-21;Sao Paulo;1-1;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;122;1996-09-21;Santos;0-1;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;123;1996-09-21;Flamengo;0-0;Portuguesa;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;124;1996-09-21;Fluminense;1-0;Goias;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;125;1996-09-21;Corinthians;0-1;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;126;1996-09-21;Bragantino;0-1;Vitoria;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;127;1996-09-21;Guarani;3-2;Criciuma;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;128;1996-09-21;Juventude;2-0;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;129;1996-09-21;Athletico-PR;1-0;Coritiba;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;130;1996-09-21;Internacional;1-2;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;131;1996-09-21;Bahia;0-0;Sport;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;11;132;1996-09-21;Cruzeiro;0-0;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;133;1996-09-28;Atletico-MG;4-1;Bahia;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;134;1996-09-28;Botafogo-RJ;5-0;Bragantino;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;135;1996-09-28;Coritiba;3-1;Fluminense;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;136;1996-09-28;Criciuma;1-2;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;137;1996-09-28;Goias;1-3;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;138;1996-09-28;Gremio;1-0;Portuguesa;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;139;1996-09-28;Palmeiras;2-1;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;140;1996-09-28;Parana;1-4;Athletico-PR;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;141;1996-09-28;Santos;1-2;Internacional;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;142;1996-09-28;Sport;1-0;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;143;1996-09-28;Vasco;0-0;Corinthians;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;12;144;1996-09-28;Vitoria;0-5;Juventude;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;145;1996-10-05;Athletico-PR;3-0;Vitoria;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;146;1996-10-05;Bahia;1-1;Santos;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;147;1996-10-05;Bragantino;1-0;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;148;1996-10-05;Criciuma;0-0;Coritiba;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;149;1996-10-05;Cruzeiro;2-1;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;150;1996-10-05;Fluminense;2-2;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;151;1996-10-05;Guarani;3-1;Goias;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;152;1996-10-05;Internacional;1-1;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;153;1996-10-05;Portuguesa;1-3;Juventude;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;154;1996-10-05;Sport;2-1;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;155;1996-10-05;Vasco;4-1;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;13;156;1996-10-05;Palmeiras;2-2;Corinthians;Oct 23;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;157;1996-10-09;Gremio;3-1;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;158;1996-10-09;Juventude;2-1;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;159;1996-10-09;Palmeiras;2-1;Bragantino;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;160;1996-10-09;Sao Paulo;3-3;Athletico-PR;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;161;1996-10-09;Goias;2-0;Portuguesa;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;162;1996-10-09;Santos;1-2;Sport;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;163;1996-10-09;Parana;2-0;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;164;1996-10-09;Fluminense;1-1;Bahia;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;165;1996-10-09;Botafogo-RJ;1-0;Criciuma;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;166;1996-10-09;Atletico-MG;1-0;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;167;1996-10-09;Coritiba;0-1;Internacional;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;14;168;1996-10-09;Vitoria;2-0;Corinthians;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;169;1996-10-12;Atletico-MG;2-1;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;170;1996-10-12;Athletico-PR;2-0;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;171;1996-10-12;Bragantino;3-1;Coritiba;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;172;1996-10-12;Corinthians;3-1;Fluminense;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;173;1996-10-12;Criciuma;1-1;Santos;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;174;1996-10-12;Flamengo;1-4;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;175;1996-10-12;Goias;6-3;Internacional;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;176;1996-10-12;Gremio;1-0;Juventude;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;177;1996-10-12;Guarani;2-0;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;178;1996-10-12;Portuguesa;0-0;Sport;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;179;1996-10-12;Vasco;0-1;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;15;180;1996-10-12;Vitoria;1-1;Bahia;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;181;1996-10-19;Santos;1-2;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;182;1996-10-19;Fluminense;3-2;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;183;1996-10-19;Botafogo-RJ;2-3;Goias;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;184;1996-10-19;Palmeiras;4-2;Vitoria;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;185;1996-10-19;Criciuma;2-3;Portuguesa;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;186;1996-10-19;Cruzeiro;4-0;Bragantino;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;187;1996-10-19;Internacional;0-0;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;188;1996-10-19;Coritiba;1-0;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;189;1996-10-19;Juventude;0-2;Athletico-PR;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;190;1996-10-19;Sport;0-0;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;191;1996-10-19;Bahia;1-2;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;16;192;1996-10-19;Sao Paulo;0-0;Corinthians;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;193;1996-10-26;Vitoria;2-0;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;194;1996-10-26;Portuguesa;2-0;Fluminense;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;195;1996-10-26;Vasco;2-3;Coritiba;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;196;1996-10-26;Corinthians;0-0;Santos;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;197;1996-10-26;Bragantino;3-1;Juventude;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;198;1996-10-26;Guarani;1-0;Bahia;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;199;1996-10-26;Parana;2-0;Criciuma;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;200;1996-10-26;Athletico-PR;6-2;Sport;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;201;1996-10-26;Atletico-MG;4-3;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;202;1996-10-26;Goias;1-0;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;203;1996-10-26;Flamengo;1-2;Internacional;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;17;204;1996-10-26;Gremio;1-1;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;205;1996-11-02;Juventude;0-2;Corinthians;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;206;1996-11-02;Sao Paulo;5-3;Criciuma;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;207;1996-11-02;Palmeiras;1-0;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;208;1996-11-02;Fluminense;0-2;Parana;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;209;1996-11-02;Sport;3-2;Vitoria;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;210;1996-11-02;Internacional;0-2;Athletico-PR;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;211;1996-11-02;Bahia;1-3;Portuguesa;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;212;1996-11-02;Santos;2-2;Bragantino;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;213;1996-11-02;Guarani;0-2;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;214;1996-11-02;Botafogo-RJ;1-2;Vasco;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;215;1996-11-02;Cruzeiro;2-1;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;18;216;1996-11-02;Coritiba;0-1;Goias;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;217;1996-11-06;Vitoria;2-1;Internacional;Oct 30;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;218;1996-11-06;Flamengo;2-1;Sport;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;219;1996-11-06;Gremio;4-2;Fluminense;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;220;1996-11-06;Parana;1-1;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;221;1996-11-06;Portuguesa;1-0;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;222;1996-11-06;Juventude;2-2;Sao Paulo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;223;1996-11-06;Bragantino;2-2;Atletico-MG;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;224;1996-11-06;Criciuma;3-0;Goias;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;225;1996-11-06;Athletico-PR;0-0;Guarani;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;226;1996-11-06;Vasco;1-2;Santos;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;227;1996-11-06;Cruzeiro;0-0;Coritiba;Nov 14;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;19;228;1996-11-06;Corinthians;0-0;Bahia;Nov 13;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;20;229;1996-11-09;Coritiba;0-0;Flamengo;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;20;230;1996-11-09;Criciuma;2-1;Palmeiras;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;20;231;1996-11-09;Sao Paulo;2-1;Gremio;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;20;232;1996-11-09;Botafogo-RJ;0-0;Cruzeiro;;https://www.rsssf.org/tablesb/braz96.html
1996;Primeira fase;20;233;1996-11-09;Atletico-MG;5-1;Vasco;;https://www.rsssf.org/tablesb/braz96.html
