partida_id,temporada,rodada,data,mandante,visitante,placar,tecnico_mandante,tecnico_visitante,fonte,observacao
1114,2005,1,2005-04-24,Brasiliense,Vasco,0-1,Valdir Espinosa,Dário Lourenço,NetVasco; BDFutbol,Resultado administrativo no banco; jogo em campo terminou 2-2.
