source,source_match_id,source_url,partida_id,temporada_id,rodada,data,mandante,visitante,gols_mandante,gols_visitante,match_method,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
Transfermarkt,73324,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73324,1947,2007,1,2007-05-02,Figueirense,Athletico-PR,3,6,round_teams_score,,,Mário Sérgio,Vadão
Transfermarkt,73329,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73329,1948,2007,1,2007-05-02,Sao Paulo,Goias,2,0,round_teams_score,,,Muricy Ramalho,Wanderley Filho
Transfermarkt,73326,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73326,1949,2007,1,2007-05-02,Fluminense,Cruzeiro,2,2,round_teams_score,,,Renato Gaúcho,Dorival Júnior
Transfermarkt,73325,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73325,1950,2007,1,2007-05-02,Flamengo,Palmeiras,2,4,round_teams_score,4-3-1-2,4-4-2 losango,Ney Franco,Caio Júnior
Transfermarkt,73327,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73327,1951,2007,1,2007-05-02,Internacional,Botafogo-RJ,2,3,round_teams_score,,,Alexandre Gallo,Cuca
Transfermarkt,73328,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73328,1952,2007,1,2007-05-02,Parana,Gremio,3,0,round_teams_score,,,Zetti,Mano Menezes
Transfermarkt,73322,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73322,1953,2007,1,2007-05-12,Atletico-MG,Nautico,2,1,round_teams_score,,,Tico dos Santos,Paulo César Gusmão
Transfermarkt,73323,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73323,1954,2007,1,2007-05-02,Corinthians,Juventude,1,0,round_teams_score,,,Paulo César Carpegiani,Ivo Wortmann
Transfermarkt,73496,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73496,1955,2007,1,2007-05-02,America-RN,Vasco,0,1,round_teams_score,,,Lori Sandri,Celso Roth
Transfermarkt,73330,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73330,1956,2007,1,2007-05-02,Sport,Santos,4,1,round_teams_score,,,Giba,Vanderlei Luxemburgo
Transfermarkt,73339,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73339,1957,2007,2,2007-05-19,Juventude,Parana,1,2,exact,,,Valteir Gomes Franco,Zetti
Transfermarkt,73334,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/73334,1958,2007,2,2007-05-19,Athletico-PR,Internacional,2,1,exact,,,Vadão,Alexandre Gallo
