partida_id,temporada_id,rodada,data,mandante,visitante,placar_oficial,fonte,observacao
1114,2005,1,2005-04-24,Brasiliense,Vasco,0-1,https://www.ogol.com.br/jogo/2005-04-24-brasiliense-vasco/179646,"Jogo terminou 2-2 em campo, mas Brasiliense foi punido e o placar oficial virou 0-1 para o Vasco. Sem autores de gols oficiais para artilharia."
