source,source_match_id,source_url,partida_id,temporada_id,rodada,data,mandante,visitante,gols_mandante,gols_visitante,match_method,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
Transfermarkt,3477734,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477734,66,2003,6,2003-04-27,Goias,Juventude,7,0,exact,4-4-2,4-4-2,Candinho,Cristóvão Borges
Transfermarkt,3477735,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477735,67,2003,6,2003-04-27,Figueirense,Ponte Preta,0,0,exact,3-4-3,3-4-3,Vágner Benazzi,Abel Braga
Transfermarkt,3477736,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477736,68,2003,6,2003-04-27,Santos,Fortaleza,4,0,exact,4-4-2,4-4-2,Emerson Leão,Ferdinando Teixeira
Transfermarkt,3477737,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477737,69,2003,6,2003-04-27,Gremio,Fluminense,0,1,exact,5-3-2,3-5-2,Tite,Renato Gaúcho
Transfermarkt,3477738,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477738,70,2003,6,2003-04-27,Athletico-PR,Criciuma,5,2,exact,4-4-2,4-5-1,Vadão,Edson Gaúcho
Transfermarkt,3477739,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477739,71,2003,6,2003-04-27,Paysandu,Sao Paulo,5,2,exact,4-4-2,4-4-2,Darío Pereyra,Oswaldo de Oliveira
Transfermarkt,3477740,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477740,72,2003,6,2003-04-27,Vasco,Sao Caetano,1,0,exact,4-4-2,4-6-0,Antônio Lopes,Mário Sérgio
Transfermarkt,3477741,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477741,73,2003,7,2003-05-03,Flamengo,Vitoria,2,1,exact,4-3-3,4-5-1,Nelsinho Baptista,Joel Santana
Transfermarkt,3477742,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477742,74,2003,7,2003-05-03,Bahia,Gremio,2,1,exact,5-3-2,3-5-2,Evaristo de Macedo,Tite
Transfermarkt,3477744,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477744,76,2003,7,2003-05-04,Fortaleza,Corinthians,1,2,exact,5-3-2,5-3-2,Ferdinando Teixeira,Geninho
Transfermarkt,3477745,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477745,77,2003,7,2003-05-04,Sao Paulo,Figueirense,3,2,exact,4-5-1,4-4-2,Oswaldo de Oliveira,Vágner Benazzi
Transfermarkt,3477746,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477746,78,2003,7,2003-05-04,Sao Caetano,Paysandu,2,0,exact,4-4-2,4-5-1,Mário Sérgio,Darío Pereyra
Transfermarkt,3477747,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477747,79,2003,7,2003-05-04,Internacional,Goias,2,1,exact,3-6-1,4-4-2,Muricy Ramalho,Candinho
Transfermarkt,3477748,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477748,80,2003,7,2003-05-04,Ponte Preta,Atletico-MG,2,1,exact,4-3-3,4-4-2,Abel Braga,Celso Roth
Transfermarkt,3477749,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477749,81,2003,7,2003-05-04,Juventude,Guarani,1,1,exact,3-5-2,4-4-2,Cristóvão Borges,Pepe
Transfermarkt,3477750,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477750,82,2003,7,2003-05-04,Coritiba,Parana,2,1,exact,3-5-2,5-4-1,Paulo Bonamigo,Cuca
Transfermarkt,3477751,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477751,83,2003,7,2003-05-04,Criciuma,Santos,1,3,exact,4-5-1,4-4-2,Edson Gaúcho,Emerson Leão
Transfermarkt,3477752,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477752,84,2003,7,2003-05-04,Fluminense,Vasco,0,0,exact,3-6-1,4-4-2,Renato Gaúcho,Antônio Lopes
Transfermarkt,3477753,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477753,85,2003,8,2003-05-10,Goias,Flamengo,1,1,exact,3-5-2,4-3-3,Candinho,Nelsinho Baptista
Transfermarkt,3477754,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477754,86,2003,8,2003-05-10,Santos,Cruzeiro,0,2,exact,3-5-2,4-4-2,Emerson Leão,Vanderlei Luxemburgo
Transfermarkt,3477755,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477755,87,2003,8,2003-05-10,Parana,Ponte Preta,3,2,exact,5-4-1,3-5-2,Cuca,Abel Braga
Transfermarkt,3477756,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477756,88,2003,8,2003-05-10,Corinthians,Criciuma,3,0,exact,3-5-2,3-6-1,Geninho,Edson Gaúcho
Transfermarkt,3477757,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477757,89,2003,8,2003-05-11,Vasco,Bahia,1,1,exact,4-4-2,4-4-2,Antônio Lopes,Evaristo de Macedo
Transfermarkt,3477758,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477758,90,2003,8,2003-05-11,Paysandu,Fluminense,2,2,exact,4-4-2,3-6-1,Darío Pereyra,Renato Gaúcho
Transfermarkt,3477759,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477759,91,2003,8,2003-05-11,Atletico-MG,Sao Paulo,2,2,exact,4-4-2,4-4-2,Celso Roth,Roberto Rojas
Transfermarkt,3477760,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477760,92,2003,8,2003-05-11,Vitoria,Fortaleza,2,1,exact,4-5-1,5-3-2,Joel Santana,Ferdinando Teixeira
Transfermarkt,3477761,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477761,93,2003,8,2003-05-11,Guarani,Internacional,3,0,exact,4-4-2,3-6-1,Pepe,Muricy Ramalho
Transfermarkt,3477762,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477762,94,2003,8,2003-05-11,Athletico-PR,Juventude,2,0,exact,4-4-2,4-5-1,Vadão,Cristóvão Borges
Transfermarkt,3477763,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477763,95,2003,8,2003-05-11,Figueirense,Sao Caetano,3,0,exact,4-4-2,6-3-1,Vágner Benazzi,Mário Sérgio
Transfermarkt,3477764,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477764,96,2003,8,2003-05-11,Gremio,Coritiba,1,0,exact,4-4-2,3-5-2,Tite,Paulo Bonamigo
Transfermarkt,3477765,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477765,97,2003,9,2003-05-17,Fluminense,Figueirense,3,0,exact,4-4-2,4-4-2,Renato Gaúcho,Vágner Benazzi
Transfermarkt,3477766,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477766,98,2003,9,2003-05-17,Sao Caetano,Atletico-MG,2,0,exact,2-6-2,4-5-1,Mário Sérgio,Celso Roth
Transfermarkt,3477767,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477767,99,2003,9,2003-05-17,Juventude,Santos,1,1,exact,4-3-3,4-4-2,Marinho Peres,Emerson Leão
Transfermarkt,3477768,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477768,100,2003,9,2003-05-18,Bahia,Paysandu,2,0,exact,4-3-3,5-3-2,Evaristo de Macedo,Darío Pereyra
Transfermarkt,3477769,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477769,101,2003,9,2003-05-18,Internacional,Athletico-PR,1,1,exact,4-5-1,3-5-2,Muricy Ramalho,Vadão
Transfermarkt,3477770,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477770,102,2003,9,2003-05-18,Coritiba,Vasco,1,1,exact,3-4-3,3-5-2,Paulo Bonamigo,Antônio Lopes
Transfermarkt,3477771,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477771,103,2003,9,2003-05-18,Cruzeiro,Corinthians,1,1,exact,4-4-2,4-2-4,Vanderlei Luxemburgo,Geninho
Transfermarkt,3477772,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477772,104,2003,9,2003-05-18,Fortaleza,Goias,1,0,exact,4-3-3,3-5-2,Ferdinando Teixeira,Candinho
Transfermarkt,3477773,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477773,105,2003,9,2003-05-18,Ponte Preta,Gremio,2,1,exact,4-3-3,5-3-2,Abel Braga,Tite
Transfermarkt,3477774,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477774,106,2003,9,2003-05-18,Criciuma,Vitoria,1,1,exact,3-5-2,4-4-2,Edson Gaúcho,Joel Santana
Transfermarkt,3477775,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477775,107,2003,9,2003-05-18,Flamengo,Guarani,1,1,exact,4-3-3,3-5-2,Nelsinho Baptista,Pepe
Transfermarkt,3477776,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477776,108,2003,9,2003-05-18,Sao Paulo,Parana,2,0,exact,4-5-1,5-4-1,Roberto Rojas,Cuca
Transfermarkt,3477777,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477777,109,2003,10,2003-05-24,Atletico-MG,Fluminense,3,0,exact,4-4-2,4-5-1,Celso Roth,Renato Gaúcho
Transfermarkt,3477778,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477778,110,2003,10,2003-05-24,Parana,Sao Caetano,1,1,exact,5-4-1,5-4-1,Cuca,Mário Sérgio
Transfermarkt,3477779,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477779,111,2003,10,2003-05-24,Corinthians,Juventude,3,0,exact,4-2-4,3-5-2,Geninho,Marinho Peres
Transfermarkt,3477780,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477780,112,2003,10,2003-05-24,Vasco,Ponte Preta,1,0,exact,3-5-2,4-3-3,Antônio Lopes,Abel Braga
Transfermarkt,3477781,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477781,113,2003,10,2003-05-25,Athletico-PR,Flamengo,4,1,exact,4-4-2,5-3-2,Vadão,Nelsinho Baptista
Transfermarkt,3477782,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477782,114,2003,10,2003-05-25,Paysandu,Coritiba,1,3,exact,4-4-2,3-4-3,Darío Pereyra,Paulo Bonamigo
Transfermarkt,3477783,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477783,115,2003,10,2003-05-25,Goias,Criciuma,0,2,exact,3-5-2,4-6-0,Candinho,Gilson Kleina
Transfermarkt,3477784,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477784,116,2003,10,2003-05-25,Gremio,Sao Paulo,1,2,exact,5-3-2,3-6-1,Tite,Roberto Rojas
Transfermarkt,3477785,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477785,117,2003,10,2003-05-25,Guarani,Fortaleza,2,1,exact,3-5-2,4-4-2,Pepe,Ferdinando Teixeira
Transfermarkt,3477786,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477786,118,2003,10,2003-05-25,Figueirense,Bahia,1,0,exact,4-4-2,4-4-2,Vágner Benazzi,Evaristo de Macedo
Transfermarkt,3477787,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477787,119,2003,10,2003-05-25,Vitoria,Cruzeiro,2,1,exact,4-5-1,4-4-2,Joel Santana,Vanderlei Luxemburgo
Transfermarkt,3477788,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477788,120,2003,10,2003-05-25,Santos,Internacional,2,1,exact,4-4-2,4-5-1,Emerson Leão,Muricy Ramalho
Transfermarkt,3477789,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477789,121,2003,11,2003-05-31,Fluminense,Athletico-PR,2,1,exact,4-5-1,4-4-2,Renato Gaúcho,Vadão
Transfermarkt,3477790,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477790,122,2003,11,2003-05-31,Cruzeiro,Criciuma,2,0,exact,4-4-2,3-7-0,Vanderlei Luxemburgo,Cuca
Transfermarkt,3477791,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477791,123,2003,11,2003-05-31,Coritiba,Guarani,3,2,exact,3-5-2,3-5-2,Paulo Bonamigo,Pepe
Transfermarkt,3477792,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477792,124,2003,11,2003-05-31,Ponte Preta,Sao Caetano,0,0,exact,4-3-3,4-6-0,Abel Braga,Mário Sérgio
Transfermarkt,3477793,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477793,125,2003,11,2003-05-31,Internacional,Paysandu,2,1,exact,3-6-1,4-4-2,Muricy Ramalho,Ivo Wortmann
Transfermarkt,3477794,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477794,126,2003,11,2003-06-01,Parana,Flamengo,6,2,exact,4-4-2,5-2-3,Adilson Batista,Nelsinho Baptista
Transfermarkt,3477795,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477795,127,2003,11,2003-06-01,Bahia,Goias,2,1,exact,4-4-2,4-4-2,Evaristo de Macedo,Cuca
Transfermarkt,3477796,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477796,128,2003,11,2003-06-01,Fortaleza,Juventude,3,1,exact,5-3-2,5-3-2,Ferdinando Teixeira,Marinho Peres
Transfermarkt,3477797,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477797,129,2003,11,2003-06-01,Figueirense,Gremio,2,1,exact,5-3-2,4-4-2,Vágner Benazzi,Tite
Transfermarkt,3477798,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/3477798,130,2003,11,2003-06-01,Santos,Sao Paulo,3,2,exact,3-6-1,3-5-2,Emerson Leão,Roberto Rojas
