partida_id,source,source_match_id,source_url,temporada_id,rodada,data,mandante,visitante,gols_mandante,gols_visitante,match_method,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
4734,Transfermarkt,2454423,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454423,2014,12,2014-07-27,Sport,Atletico-MG,2,1,exact,4-4-2 duplo 6,4-2-3-1,Eduardo Baptista,Levir Culpi
4735,Transfermarkt,2454422,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454422,2014,12,2014-07-27,Flamengo,Botafogo-RJ,1,0,exact,4-3-3 defensivo,4-3-1-2,Vanderlei Luxemburgo,Vagner Mancini
4736,Transfermarkt,2454429,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454429,2014,12,2014-07-27,Gremio,Coritiba,2,3,exact,4-4-2,4-5-1,Enderson Moreira,Celso Roth
4737,Transfermarkt,2454432,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454432,2014,13,2014-08-02,Botafogo-RJ,Cruzeiro,1,1,exact,4-3-1-2,4-2-3-1,Vagner Mancini,Marcelo Oliveira
4738,Transfermarkt,2454434,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454434,2014,13,2014-08-02,Sao Paulo,Criciuma,1,1,exact,4-3-1-2,4-4-2 duplo 6,Muricy Ramalho,Wagner Lopes
4739,Transfermarkt,2454438,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454438,2014,13,2014-08-02,Vitoria,Gremio,2,1,exact,3-4-3,4-2-3-1,Jorginho Cantinflas,André Jardine
4740,Transfermarkt,2454435,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454435,2014,13,2014-08-03,Palmeiras,Bahia,1,1,exact,4-3-3 ofensivo,4-3-1-2,Ricardo Gareca,Charles
4741,Transfermarkt,2454441,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454441,2014,13,2014-08-03,Chapecoense,Flamengo,1,0,exact,4-3-1-2,4-2-3-1,Celso Rodrigues,Vanderlei Luxemburgo
4742,Transfermarkt,2454436,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454436,2014,13,2014-08-03,Coritiba,Corinthians,0,0,exact,4-2-3-1,4-4-2 duplo 6,Celso Roth,Mano Menezes
4743,Transfermarkt,2454440,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454440,2014,13,2014-08-03,Figueirense,Sport,3,0,exact,5-3-2,5-2-3,Argel Fuchs,Eduardo Baptista
4744,Transfermarkt,2454439,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454439,2014,13,2014-08-03,Internacional,Santos,1,0,exact,4-2-3-1,4-3-3 defensivo,Abel Braga,Oswaldo de Oliveira
4745,Transfermarkt,2454433,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454433,2014,13,2014-08-03,Fluminense,Goias,2,0,exact,4-2-3-1,4-3-1-2,Cristóvão Borges,Ricardo Drubscky
4746,Transfermarkt,2454437,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454437,2014,13,2014-08-03,Atletico-MG,Athletico-PR,3,1,exact,4-2-3-1,4-3-3 defensivo,Levir Culpi,Doriva
4747,Transfermarkt,2454450,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454450,2014,14,2014-08-09,Criciuma,Cruzeiro,0,0,exact,4-3-1-2,4-2-3-1,Wagner Lopes,Marcelo Oliveira
4748,Transfermarkt,2454448,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454448,2014,14,2014-08-09,Bahia,Goias,1,0,exact,4-2-3-1,4-3-1-2,Charles,Ricardo Drubscky
4749,Transfermarkt,2454443,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454443,2014,14,2014-08-09,Fluminense,Coritiba,1,1,exact,4-2-3-1,4-2-3-1,Cristóvão Borges,Celso Roth
4750,Transfermarkt,2454442,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454442,2014,14,2014-08-10,Flamengo,Sport,1,0,exact,4-3-3 ofensivo,4-3-3 ofensivo,Vanderlei Luxemburgo,Eduardo Baptista
4751,Transfermarkt,2454445,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454445,2014,14,2014-08-10,Santos,Corinthians,0,1,exact,4-3-3 defensivo,4-4-2 duplo 6,Oswaldo de Oliveira,Mano Menezes
4752,Transfermarkt,2454446,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454446,2014,14,2014-08-10,Athletico-PR,Botafogo-RJ,2,0,exact,4-4-2 duplo 6,4-3-1-2,Doriva,Vagner Mancini
4753,Transfermarkt,2454449,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454449,2014,14,2014-08-10,Internacional,Gremio,2,0,exact,4-2-3-1,4-3-1-2,Abel Braga,Luiz Felipe Scolari
4754,Transfermarkt,2454447,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454447,2014,14,2014-08-10,Atletico-MG,Palmeiras,2,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Levir Culpi,Ricardo Gareca
4755,Transfermarkt,2454451,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454451,2014,14,2014-08-10,Chapecoense,Figueirense,0,1,exact,4-3-1-2,4-4-2 duplo 6,Celso Rodrigues,Argel Fuchs
4756,Transfermarkt,2454444,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454444,2014,14,2014-08-10,Sao Paulo,Vitoria,3,1,exact,4-4-2 duplo 6,4-3-1-2,Muricy Ramalho,Jorginho Cantinflas
4757,Transfermarkt,2454461,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454461,2014,15,2014-08-16,Goias,Internacional,0,1,exact,4-3-1-2,4-2-3-1,Ricardo Drubscky,Abel Braga
4758,Transfermarkt,2454454,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454454,2014,15,2014-08-16,Corinthians,Bahia,1,1,exact,4-4-2 duplo 6,4-3-1-2,Mano Menezes,Gilson Kleina
4759,Transfermarkt,2454456,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454456,2014,15,2014-08-17,Coritiba,Flamengo,0,1,exact,4-3-3 defensivo,4-3-3 ofensivo,Celso Roth,Vanderlei Luxemburgo
4760,Transfermarkt,2454455,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454455,2014,15,2014-08-17,Palmeiras,Sao Paulo,1,2,exact,4-4-2 duplo 6,4-4-2 duplo 6,Ricardo Gareca,Muricy Ramalho
4761,Transfermarkt,2454459,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454459,2014,15,2014-08-17,Gremio,Criciuma,2,0,exact,3-5-2,4-4-2,Luiz Felipe Scolari,Wagner Lopes
4762,Transfermarkt,2454457,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454457,2014,15,2014-08-17,Cruzeiro,Santos,3,0,exact,4-4-2 duplo 6,4-3-3 defensivo,Marcelo Oliveira,Oswaldo de Oliveira
4763,Transfermarkt,2454458,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454458,2014,15,2014-08-17,Vitoria,Chapecoense,0,0,exact,3-4-3,4-5-1,Jorginho Cantinflas,Celso Rodrigues
4764,Transfermarkt,2454452,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454452,2014,15,2014-08-17,Botafogo-RJ,Fluminense,2,0,exact,4-4-2 duplo 6,4-3-1-2,Vagner Mancini,Cristóvão Borges
4765,Transfermarkt,2454453,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454453,2014,15,2014-08-17,Sport,Athletico-PR,1,1,exact,4-2-3-1,4-4-2 duplo 6,Eduardo Baptista,Doriva
4766,Transfermarkt,2454460,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454460,2014,15,2014-08-17,Figueirense,Atletico-MG,2,2,exact,4-4-2 duplo 6,4-4-2 duplo 6,Argel Fuchs,Levir Culpi
4767,Transfermarkt,2454463,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454463,2014,16,2014-08-20,Sport,Palmeiras,2,1,exact,4-2-3-1,5-3-2,Eduardo Baptista,Ricardo Gareca
4768,Transfermarkt,2454470,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454470,2014,16,2014-08-20,Figueirense,Botafogo-RJ,1,0,exact,4-4-2,4-4-2,Argel Fuchs,Vagner Mancini
4769,Transfermarkt,2454465,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454465,2014,16,2014-08-20,Santos,Athletico-PR,2,0,exact,4-3-3 defensivo,4-4-2 duplo 6,Oswaldo de Oliveira,Doriva
4770,Transfermarkt,2454466,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454466,2014,16,2014-08-20,Coritiba,Vitoria,2,0,exact,4-4-2,3-5-2,Celso Roth,Jorginho Cantinflas
4771,Transfermarkt,2454468,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454468,2014,16,2014-08-20,Bahia,Criciuma,0,0,exact,4-4-2,4-4-2,Gilson Kleina,Wagner Lopes
4772,Transfermarkt,2454471,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454471,2014,16,2014-08-20,Chapecoense,Fluminense,1,0,exact,4-1-4-1,4-3-1-2,Celso Rodrigues,Cristóvão Borges
4773,Transfermarkt,2454462,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454462,2014,16,2014-08-20,Flamengo,Atletico-MG,2,1,exact,4-1-4-1,4-4-2 duplo 6,Vanderlei Luxemburgo,Levir Culpi
4774,Transfermarkt,2454469,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454469,2014,16,2014-08-20,Internacional,Sao Paulo,0,1,exact,4-2-3-1,4-4-2 duplo 6,Abel Braga,Muricy Ramalho
4775,Transfermarkt,2454464,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454464,2014,16,2014-08-21,Corinthians,Goias,5,2,exact,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Ricardo Drubscky
4776,Transfermarkt,2454467,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454467,2014,16,2014-08-21,Cruzeiro,Gremio,1,0,exact,4-4-2 duplo 6,4-3-3 ofensivo,Marcelo Oliveira,Luiz Felipe Scolari
4777,Transfermarkt,2454477,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454477,2014,17,2014-08-23,Atletico-MG,Internacional,1,0,exact,4-4-2 duplo 6,4-2-3-1,Levir Culpi,Abel Braga
4778,Transfermarkt,2454472,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454472,2014,17,2014-08-23,Botafogo-RJ,Chapecoense,1,0,exact,4-4-2 duplo 6,4-3-2-1,Vagner Mancini,Celso Rodrigues
4779,Transfermarkt,2454475,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454475,2014,17,2014-08-23,Palmeiras,Coritiba,1,0,exact,4-3-3 ofensivo,4-3-1-2,Ricardo Gareca,Celso Roth
4780,Transfermarkt,2454479,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454479,2014,17,2014-08-24,Gremio,Corinthians,2,1,exact,4-2-3-1,4-4-2 duplo 6,Luiz Felipe Scolari,Mano Menezes
4781,Transfermarkt,2454480,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454480,2014,17,2014-08-24,Criciuma,Flamengo,0,2,exact,4-3-1-2,4-3-3 ofensivo,Wagner Lopes,Vanderlei Luxemburgo
4782,Transfermarkt,2454478,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454478,2014,17,2014-08-24,Vitoria,Figueirense,0,1,exact,4-3-3 defensivo,4-2-3-1,Ney Franco,Argel Fuchs
4783,Transfermarkt,2454474,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454474,2014,17,2014-08-24,Sao Paulo,Santos,2,1,exact,4-4-2 duplo 6,4-3-3 defensivo,Muricy Ramalho,Oswaldo de Oliveira
4784,Transfermarkt,2454473,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454473,2014,17,2014-08-24,Fluminense,Sport,4,0,exact,4-3-1-2,4-3-1-2,Cristóvão Borges,Eduardo Baptista
4785,Transfermarkt,2454481,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454481,2014,17,2014-08-24,Goias,Cruzeiro,0,1,exact,3-5-2,4-2-3-1,Ricardo Drubscky,Marcelo Oliveira
4786,Transfermarkt,2454476,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454476,2014,17,2014-08-24,Athletico-PR,Bahia,0,0,exact,4-4-2 duplo 6,4-3-1-2,Doriva,Gilson Kleina
4787,Transfermarkt,2454485,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454485,2014,18,2014-08-30,Palmeiras,Internacional,0,1,exact,4-3-3 ofensivo,4-2-3-1,Ricardo Gareca,Abel Braga
4788,Transfermarkt,2454487,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454487,2014,18,2014-08-30,Cruzeiro,Chapecoense,4,2,exact,4-2-3-1,4-3-2-1,Marcelo Oliveira,Celso Rodrigues
4789,Transfermarkt,2454484,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454484,2014,18,2014-08-31,Corinthians,Fluminense,1,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Cristóvão Borges
4790,Transfermarkt,2454486,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454486,2014,18,2014-08-31,Coritiba,Atletico-MG,0,0,exact,4-2-3-1,4-3-3 defensivo,Marquinhos Santos,Levir Culpi
4791,Transfermarkt,2454483,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454483,2014,18,2014-08-31,Sport,Criciuma,2,0,exact,5-2-3,4-4-2,Eduardo Baptista,Wilson Vaterkemper
4792,Transfermarkt,2454490,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454490,2014,18,2014-08-31,Figueirense,Sao Paulo,1,1,exact,4-4-2 duplo 6,4-3-3 defensivo,Argel Fuchs,Muricy Ramalho
4793,Transfermarkt,2454482,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454482,2014,18,2014-08-31,Botafogo-RJ,Santos,1,0,exact,4-4-2,4-3-3,Vagner Mancini,Oswaldo de Oliveira
4794,Transfermarkt,2454489,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454489,2014,18,2014-08-31,Gremio,Bahia,1,0,exact,3-5-2,4-4-2,Luiz Felipe Scolari,Gilson Kleina
4795,Transfermarkt,2454491,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454491,2014,18,2014-08-31,Goias,Athletico-PR,3,1,exact,4-4-2 duplo 6,4-3-1-2,Ricardo Drubscky,Doriva
4796,Transfermarkt,2454488,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454488,2014,18,2014-08-31,Vitoria,Flamengo,1,2,exact,4-4-2 duplo 6,4-3-1-2,Ney Franco,Vanderlei Luxemburgo
4797,Transfermarkt,2454495,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454495,2014,19,2014-09-06,Santos,Vitoria,3,1,exact,4-3-3,4-4-2,Enderson Moreira,Ney Franco
4798,Transfermarkt,2454492,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454492,2014,19,2014-09-06,Flamengo,Gremio,0,1,exact,4-3-1-2,4-2-3-1,Vanderlei Luxemburgo,Luiz Felipe Scolari
4799,Transfermarkt,2454501,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454501,2014,19,2014-09-06,Chapecoense,Goias,0,0,exact,4-4-2,4-4-2,Celso Rodrigues,Ricardo Drubscky
4800,Transfermarkt,2454494,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454494,2014,19,2014-09-07,Sao Paulo,Sport,2,0,exact,4-4-2 duplo 6,4-3-3 ofensivo,Muricy Ramalho,Eduardo Baptista
4801,Transfermarkt,2454500,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454500,2014,19,2014-09-07,Criciuma,Corinthians,0,0,exact,4-3-3 defensivo,4-4-2 duplo 6,Gilmar Dal Pozzo,Mano Menezes
4802,Transfermarkt,2454497,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454497,2014,19,2014-09-07,Atletico-MG,Botafogo-RJ,1,0,exact,4-3-3 ofensivo,4-3-3 defensivo,Levir Culpi,Vagner Mancini
4803,Transfermarkt,2454493,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454493,2014,19,2014-09-07,Fluminense,Cruzeiro,3,3,exact,4-2-3-1,4-2-3-1,Cristóvão Borges,Marcelo Oliveira
4804,Transfermarkt,2454498,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454498,2014,19,2014-09-07,Bahia,Coritiba,0,0,exact,4-5-1,4-3-3,Gilson Kleina,Marquinhos Santos
4805,Transfermarkt,2454496,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454496,2014,19,2014-09-07,Athletico-PR,Palmeiras,1,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Claudinei Oliveira,Dorival Júnior
4806,Transfermarkt,2454499,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454499,2014,19,2014-09-07,Internacional,Figueirense,2,3,exact,4-2-3-1,4-4-2 duplo 6,Abel Braga,Argel Fuchs
4807,Transfermarkt,2454509,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454509,2014,20,2014-09-10,Gremio,Athletico-PR,1,0,exact,4-3-3 ofensivo,4-4-2 duplo 6,Luiz Felipe Scolari,Claudinei Oliveira
4808,Transfermarkt,2454505,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454505,2014,20,2014-09-10,Palmeiras,Criciuma,1,0,exact,4-4-2,4-3-1-2,Dorival Júnior,Gilmar Dal Pozzo
4809,Transfermarkt,2454510,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454510,2014,20,2014-09-10,Figueirense,Fluminense,1,1,exact,4-4-2 duplo 6,4-2-3-1,Argel Fuchs,Cristóvão Borges
4810,Transfermarkt,2454503,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454503,2014,20,2014-09-10,Sport,Santos,3,1,exact,5-3-2,5-3-2,Eduardo Baptista,Enderson Moreira
4811,Transfermarkt,2454506,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454506,2014,20,2014-09-10,Coritiba,Chapecoense,3,0,exact,4-3-3,4-4-2,Marquinhos Santos,Celso Rodrigues
4812,Transfermarkt,2454511,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454511,2014,20,2014-09-10,Goias,Flamengo,1,0,exact,4-2-3-1,4-3-1-2,Ricardo Drubscky,Vanderlei Luxemburgo
4813,Transfermarkt,2454502,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454502,2014,20,2014-09-10,Botafogo-RJ,Sao Paulo,2,4,exact,4-2-3-1,4-4-2 duplo 6,Vagner Mancini,Muricy Ramalho
4814,Transfermarkt,2454508,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454508,2014,20,2014-09-10,Vitoria,Internacional,2,0,exact,4-2-3-1,4-3-3 defensivo,Ney Franco,Abel Braga
4815,Transfermarkt,2454504,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454504,2014,20,2014-09-11,Corinthians,Atletico-MG,1,0,exact,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Levir Culpi
4816,Transfermarkt,2454507,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454507,2014,20,2014-09-11,Cruzeiro,Bahia,2,1,exact,4-4-2 duplo 6,4-3-1-2,Marcelo Oliveira,Gilson Kleina
4817,Transfermarkt,2454513,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454513,2014,21,2014-09-13,Fluminense,Palmeiras,3,0,exact,4-4-2 duplo 6,4-4-2 duplo 6,Cristóvão Borges,Dorival Júnior
4818,Transfermarkt,2454521,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454521,2014,21,2014-09-13,Chapecoense,Sport,3,1,exact,4-4-2,5-3-2,Jorginho Cantinflas,Eduardo Baptista
4819,Transfermarkt,2454515,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454515,2014,21,2014-09-13,Santos,Coritiba,2,1,exact,4-3-3,4-4-2,Enderson Moreira,Marquinhos Santos
4820,Transfermarkt,2454518,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454518,2014,21,2014-09-14,Bahia,Figueirense,3,0,exact,4-4-2,3-4-3,Gilson Kleina,Argel Fuchs
4821,Transfermarkt,2454519,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454519,2014,21,2014-09-14,Internacional,Botafogo-RJ,2,0,exact,4-2-3-1,4-3-3 defensivo,Abel Braga,Vagner Mancini
4822,Transfermarkt,2454512,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454512,2014,21,2014-09-14,Flamengo,Corinthians,1,0,exact,4-3-1-2,4-4-2 duplo 6,Vanderlei Luxemburgo,Mano Menezes
4823,Transfermarkt,2454514,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454514,2014,21,2014-09-14,Sao Paulo,Cruzeiro,2,0,exact,4-4-2 duplo 6,4-2-3-1,Muricy Ramalho,Marcelo Oliveira
4824,Transfermarkt,2454516,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454516,2014,21,2014-09-14,Athletico-PR,Vitoria,2,0,exact,4-3-3 defensivo,4-2-3-1,Claudinei Oliveira,Ney Franco
4825,Transfermarkt,2454517,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454517,2014,21,2014-09-14,Atletico-MG,Gremio,0,0,exact,4-4-2 duplo 6,4-3-3 ofensivo,Levir Culpi,Luiz Felipe Scolari
4826,Transfermarkt,2454520,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454520,2014,21,2014-09-14,Criciuma,Goias,1,0,exact,4-4-2,4-4-2,Gilmar Dal Pozzo,Ricardo Drubscky
4827,Transfermarkt,2454528,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454528,2014,22,2014-09-17,Vitoria,Fluminense,3,1,exact,4-4-2 duplo 6,4-3-1-2,Ney Franco,Cristóvão Borges
4828,Transfermarkt,2454527,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454527,2014,22,2014-09-17,Cruzeiro,Athletico-PR,2,0,exact,4-2-3-1,3-5-2,Marcelo Oliveira,Claudinei Oliveira
4829,Transfermarkt,2454523,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454523,2014,22,2014-09-17,Sport,Internacional,0,0,exact,4-1-4-1,4-2-3-1,Eduardo Baptista,Abel Braga
4830,Transfermarkt,2454530,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454530,2014,22,2014-09-17,Figueirense,Criciuma,1,1,exact,4-4-2,4-4-2,Argel Fuchs,Gilmar Dal Pozzo
4831,Transfermarkt,2454522,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454522,2014,22,2014-09-17,Botafogo-RJ,Bahia,2,3,exact,4-3-3,4-4-2,Vagner Mancini,Gilson Kleina
4832,Transfermarkt,2454525,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454525,2014,22,2014-09-17,Palmeiras,Flamengo,2,2,exact,4-3-3 defensivo,4-3-2-1,Dorival Júnior,Vanderlei Luxemburgo
4833,Transfermarkt,2454526,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454526,2014,22,2014-09-17,Coritiba,Sao Paulo,3,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Marquinhos Santos,Muricy Ramalho
4834,Transfermarkt,2454524,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454524,2014,22,2014-09-18,Corinthians,Chapecoense,1,1,exact,4-3-3 defensivo,4-3-1-2,Mano Menezes,Jorginho Cantinflas
4835,Transfermarkt,2454531,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454531,2014,22,2014-09-18,Goias,Atletico-MG,2,3,exact,4-4-2 duplo 6,4-4-2 duplo 6,Ricardo Drubscky,Levir Culpi
4836,Transfermarkt,2454529,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454529,2014,22,2014-09-18,Gremio,Santos,0,0,exact,4-4-2,4-3-3,Luiz Felipe Scolari,Enderson Moreira
4837,Transfermarkt,2454536,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454536,2014,23,2014-09-20,Athletico-PR,Internacional,0,1,exact,4-4-2 duplo 6,4-2-3-1,Claudinei Oliveira,Abel Braga
4838,Transfermarkt,2454540,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454540,2014,23,2014-09-20,Criciuma,Botafogo-RJ,1,1,exact,4-3-3,5-2-3,Gilmar Dal Pozzo,Vagner Mancini
4839,Transfermarkt,2454537,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454537,2014,23,2014-09-21,Cruzeiro,Atletico-MG,2,3,exact,4-2-3-1,4-3-3 defensivo,Marcelo Oliveira,Levir Culpi
4840,Transfermarkt,2454532,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454532,2014,23,2014-09-21,Flamengo,Fluminense,1,1,exact,4-3-1-2,4-2-3-1,Vanderlei Luxemburgo,Cristóvão Borges
4841,Transfermarkt,2454533,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454533,2014,23,2014-09-21,Sport,Coritiba,1,0,exact,5-3-2,4-4-2,Eduardo Baptista,Marquinhos Santos
4842,Transfermarkt,2454534,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454534,2014,23,2014-09-21,Corinthians,Sao Paulo,3,2,exact,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Muricy Ramalho
4843,Transfermarkt,2454538,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454538,2014,23,2014-09-21,Vitoria,Bahia,2,1,exact,5-3-2,4-3-3,Ney Franco,Gilson Kleina
4844,Transfermarkt,2454535,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454535,2014,23,2014-09-21,Santos,Figueirense,3,1,exact,4-3-3,4-3-3,Enderson Moreira,Argel Fuchs
4845,Transfermarkt,2454541,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454541,2014,23,2014-09-21,Goias,Palmeiras,6,0,exact,4-2-3-1,4-3-1-2,Ricardo Drubscky,Dorival Júnior
4846,Transfermarkt,2454539,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454539,2014,23,2014-09-21,Gremio,Chapecoense,1,0,exact,3-5-2,4-4-2,Luiz Felipe Scolari,Jorginho Cantinflas
4847,Transfermarkt,2454549,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454549,2014,24,2014-09-24,Internacional,Criciuma,3,0,exact,4-2-3-1,4-3-1-2,Abel Braga,Gilmar Dal Pozzo
4848,Transfermarkt,2454546,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454546,2014,24,2014-09-24,Coritiba,Cruzeiro,1,2,exact,4-3-1-2,4-2-3-1,Marquinhos Santos,Marcelo Oliveira
4849,Transfermarkt,2454548,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454548,2014,24,2014-09-24,Bahia,Sport,1,0,exact,4-3-3,4-3-3,Gilson Kleina,Eduardo Baptista
4850,Transfermarkt,2454551,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454551,2014,24,2014-09-24,Chapecoense,Athletico-PR,3,0,exact,4-4-2 duplo 6,4-4-2 duplo 6,Jorginho Cantinflas,Claudinei Oliveira
4851,Transfermarkt,2454544,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454544,2014,24,2014-09-24,Sao Paulo,Flamengo,2,2,exact,4-4-2 duplo 6,4-3-2-1,Muricy Ramalho,Vanderlei Luxemburgo
