temporada,rodada,match_id,erro
2024,38,4316403,"partida nao encontrada: ('2024-12-08', 'RB Bragantino', 'Criciuma', 5, 1)"
2024,38,4316405,"partida nao encontrada: ('2024-12-08', 'Cuiabá EC', 'Vasco', 1, 2)"
