temporada;fase;rodada;jogo;data;mandante;placar;visitante;observacao;fonte
1995;Primeiro turno;1;1;1995-08-19;Vitoria;2-2;Botafogo-RJ;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;1;2;1995-08-19;Santos;1-1;Goias;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;1;3;1995-09-06;Corinthians;1-2;Bragantino;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;1;4;1995-08-19;Palmeiras;3-0;Guarani;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;1;5;;Cruzeiro;0-0;Juventude;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;1;6;;Parana;2-0;Gremio;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;1;7;;Fluminense;1-0;Criciuma;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;1;8;;Sport;0-0;Portuguesa;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;2;9;;Botafogo-RJ;3-1;Paysandu;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;2;10;1995-08-24;Guarani;2-1;Corinthians;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;2;11;;Bragantino;0-2;Palmeiras;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;2;12;1995-09-28;Gremio;2-0;Cruzeiro;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;2;13;;Juventude;1-2;Parana;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;2;14;1995-08-24;Bahia;0-1;Fluminense;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;2;15;1995-09-16;Portuguesa;0-2;Santos;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;3;16;1995-08-26;Parana;1-0;Palmeiras;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;3;17;1995-08-26;Santos;3-5;Vasco;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;3;18;;Botafogo-RJ;3-1;Guarani;;https://www.rsssf.org/tablesb/braz95.html
1995;Primeiro turno;3;19;;Flamengo;2-1;Bragantino;;https://www.rsssf.org/tablesb/braz95.html
