source,source_match_id,source_url,partida_id,temporada_id,rodada,data,mandante,visitante,gols_mandante,gols_visitante,match_method,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
Transfermarkt,2530305,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530305,1578,2006,2,2006-04-22,Fluminense,Goias,1,0,exact,5-3-2,5-3-2,Oswaldo de Oliveira,Geninho
Transfermarkt,2530306,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530306,1579,2006,2,2006-04-22,Figueirense,Palmeiras,6,1,exact,4-3-1-2,3-5-2,Adilson Batista,Emerson Leão
Transfermarkt,2530310,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530310,1580,2006,2,2006-04-23,Internacional,Santa Cruz,1,0,exact,,,Abel Braga,Giba
Transfermarkt,2530308,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530308,1581,2006,2,2006-04-23,Santos,Athletico-PR,2,0,exact,5-3-2,5-4-1 plano,Vanderlei Luxemburgo,Givanildo Oliveira
Transfermarkt,2530309,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530309,1582,2006,2,2006-04-23,Ponte Preta,Vasco,1,2,exact,4-3-2-1,4-4-2 duplo 6,Vadão,Renato Gaúcho
Transfermarkt,2530307,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530307,1583,2006,2,2006-04-23,Flamengo,Juventude,3,1,exact,,,Waldemar Lemos,Hélio dos Anjos
Transfermarkt,2530311,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530311,1584,2006,2,2006-04-23,Cruzeiro,Gremio,3,1,exact,4-4-2 duplo 6,4-2-3-1,Paulo César Gusmão,Mano Menezes
Transfermarkt,2530313,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530313,1586,2006,2,2006-04-23,Fortaleza,Sao Paulo,1,0,exact,,,Márcio Bittencourt,Muricy Ramalho
Transfermarkt,2530314,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530314,1587,2006,3,2006-04-29,Fortaleza,Sao Caetano,2,1,exact,,,Márcio Bittencourt,Nelsinho Baptista
Transfermarkt,2530315,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530315,1589,2006,3,2006-04-29,Sao Paulo,Santa Cruz,4,0,exact,3-5-2,4-4-2 duplo 6,Muricy Ramalho,Giba
Transfermarkt,2530320,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530320,1590,2006,3,2006-04-30,Ponte Preta,Corinthians,3,2,exact,,,Vadão,Ademar Braga
Transfermarkt,2530317,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530317,1591,2006,3,2006-04-30,Internacional,Flamengo,1,0,exact,,,Abel Braga,Waldemar Lemos
Transfermarkt,2530319,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530319,1592,2006,3,2006-04-30,Parana,Gremio,5,2,exact,3-5-2,4-2-3-1,Caio Júnior,Mano Menezes
Transfermarkt,2530318,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530318,1593,2006,3,2006-04-30,Palmeiras,Santos,1,2,exact,,,Marcelo Vilar,Vanderlei Luxemburgo
Transfermarkt,2530321,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530321,1594,2006,3,2006-04-30,Vasco,Fluminense,1,1,exact,,,Renato Gaúcho,Oswaldo de Oliveira
Transfermarkt,2530322,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530322,1595,2006,3,2006-04-30,Juventude,Goias,1,1,exact,,,Hélio dos Anjos,Geninho
Transfermarkt,2530323,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530323,1596,2006,3,2006-04-30,Figueirense,Cruzeiro,0,2,exact,,,Adilson Batista,Paulo César Gusmão
Transfermarkt,2530324,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530324,1597,2006,4,2006-05-06,Santa Cruz,Ponte Preta,1,1,exact,,,Giba,Vadão
Transfermarkt,2530326,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530326,1598,2006,4,2006-05-06,Fluminense,Parana,2,1,exact,,,Oswaldo de Oliveira,Caio Júnior
Transfermarkt,2530325,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530325,1599,2006,4,2006-05-06,Santos,Fortaleza,2,0,exact,,,Vanderlei Luxemburgo,Márcio Bittencourt
Transfermarkt,2530330,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530330,1600,2006,4,2006-05-07,Gremio,Vasco,1,2,exact,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Renato Gaúcho
Transfermarkt,2530328,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530328,1601,2006,4,2006-05-07,Sao Caetano,Palmeiras,2,0,exact,4-3-3 ofensivo,4-3-3 ofensivo,Nelsinho Baptista,Marcelo Vilar
Transfermarkt,2530329,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530329,1602,2006,4,2006-05-07,Athletico-PR,Internacional,1,2,exact,,,Givanildo Oliveira,Abel Braga
Transfermarkt,2530327,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530327,1603,2006,4,2006-05-07,Corinthians,Sao Paulo,1,3,exact,,,Ademar Braga,Muricy Ramalho
Transfermarkt,2530333,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530333,1604,2006,4,2006-05-07,Flamengo,Botafogo-RJ,1,0,exact,,,Waldemar Lemos,Cuca
Transfermarkt,2530331,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530331,1605,2006,4,2006-05-07,Goias,Figueirense,2,1,exact,,,Antônio Lopes,Adilson Batista
Transfermarkt,2530332,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530332,1606,2006,4,2006-05-07,Cruzeiro,Juventude,2,0,exact,,,Paulo César Gusmão,Hélio dos Anjos
Transfermarkt,2530334,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530334,1607,2006,5,2006-05-13,Sao Caetano,Juventude,0,2,exact,,,Nelsinho Baptista,Hélio dos Anjos
Transfermarkt,2530335,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530335,1608,2006,5,2006-05-13,Botafogo-RJ,Gremio,2,2,exact,,,Carlos Roberto,Mano Menezes
Transfermarkt,2530336,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530336,1609,2006,5,2006-05-13,Santos,Ponte Preta,3,1,exact,4-4-2 duplo 6,4-1-3-2,Vanderlei Luxemburgo,Vadão
Transfermarkt,2530337,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530337,1610,2006,5,2006-05-14,Santa Cruz,Athletico-PR,1,2,exact,4-1-3-2,5-3-2,Valdir Espinosa,Givanildo Oliveira
Transfermarkt,2530340,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530340,1611,2006,5,2006-05-14,Internacional,Sao Paulo,3,1,exact,3-5-2,4-4-2 duplo 6,Abel Braga,Muricy Ramalho
Transfermarkt,2530339,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530339,1612,2006,5,2006-05-14,Figueirense,Fluminense,1,0,exact,,,Adilson Batista,Oswaldo de Oliveira
Transfermarkt,2530338,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530338,1613,2006,5,2006-05-14,Palmeiras,Cruzeiro,1,1,exact,,,Marcelo Vilar,Paulo César Gusmão
Transfermarkt,2530341,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530341,1614,2006,5,2006-05-14,Flamengo,Fortaleza,0,0,exact,,,Waldemar Lemos,Márcio Bittencourt
Transfermarkt,2530343,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530343,1615,2006,5,2006-05-14,Parana,Corinthians,1,2,exact,5-4-1 plano,4-3-1-2,Caio Júnior,Ademar Braga
Transfermarkt,2530342,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530342,1616,2006,5,2006-05-14,Goias,Vasco,2,0,exact,,,Antônio Lopes,Renato Gaúcho
Transfermarkt,2530344,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530344,1617,2006,6,2006-05-20,Athletico-PR,Goias,2,3,exact,5-4-1 plano,4-4-2 duplo 6,Givanildo Oliveira,Antônio Lopes
Transfermarkt,2530345,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530345,1618,2006,6,2006-05-20,Fortaleza,Parana,1,1,exact,,,Márcio Bittencourt,Caio Júnior
Transfermarkt,2530346,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530346,1619,2006,6,2006-05-20,Internacional,Figueirense,2,4,exact,4-3-3 defensivo,4-3-1-2,Abel Braga,Adilson Batista
Transfermarkt,2530347,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530347,1620,2006,6,2006-05-20,Sao Paulo,Sao Caetano,1,0,exact,,,Muricy Ramalho,Nelsinho Baptista
Transfermarkt,2530350,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530350,1621,2006,6,2006-05-21,Palmeiras,Santa Cruz,2,1,exact,,,Tite,Valdir Espinosa
Transfermarkt,2530349,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530349,1622,2006,6,2006-05-21,Cruzeiro,Flamengo,2,1,exact,4-4-2 losango,4-4-2 losango,Paulo César Gusmão,Waldemar Lemos
Transfermarkt,2530348,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530348,1623,2006,6,2006-05-21,Vasco,Corinthians,2,4,exact,,,Renato Gaúcho,Geninho
Transfermarkt,2530351,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530351,1624,2006,6,2006-05-21,Ponte Preta,Gremio,1,1,exact,,,Vadão,Mano Menezes
Transfermarkt,2530352,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530352,1625,2006,6,2006-05-21,Fluminense,Santos,1,0,exact,,,Oswaldo de Oliveira,Vanderlei Luxemburgo
Transfermarkt,2530353,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530353,1626,2006,6,2006-05-21,Juventude,Botafogo-RJ,1,0,exact,,,Hélio dos Anjos,Cuca
Transfermarkt,2530366,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530366,1627,2006,7,2006-05-24,Cruzeiro,Ponte Preta,5,1,exact,4-4-2 duplo 6,4-5-1,Paulo César Gusmão,Vadão
Transfermarkt,2530365,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530365,1628,2006,7,2006-05-24,Parana,Figueirense,0,0,exact,,,Caio Júnior,Adilson Batista
Transfermarkt,2530364,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530364,1629,2006,7,2006-05-24,Juventude,Santa Cruz,4,1,exact,,,Hélio dos Anjos,Renê Simões
Transfermarkt,2530367,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530367,1630,2006,7,2006-05-24,Sao Paulo,Palmeiras,4,1,exact,3-5-2,4-4-2 duplo 6,Muricy Ramalho,Tite
Transfermarkt,2530368,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530368,1631,2006,7,2006-05-23,Sao Caetano,Athletico-PR,2,1,round_teams_score,,,Nelsinho Baptista,Givanildo Oliveira
Transfermarkt,2530370,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530370,1632,2006,7,2006-05-23,Fortaleza,Fluminense,2,5,round_teams_score,,,Márcio Bittencourt,Oswaldo de Oliveira
Transfermarkt,2530369,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530369,1633,2006,7,2006-05-23,Flamengo,Santos,2,2,round_teams_score,,,Ney Franco,Vanderlei Luxemburgo
Transfermarkt,2530371,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530371,1634,2006,7,2006-05-25,Botafogo-RJ,Vasco,4,1,exact,,,Cuca,Renato Gaúcho
Transfermarkt,2530372,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530372,1635,2006,7,2006-05-25,Gremio,Goias,2,0,exact,,,Mano Menezes,Antônio Lopes
Transfermarkt,2530373,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530373,1636,2006,7,2006-05-25,Corinthians,Internacional,0,1,exact,,,Geninho,Abel Braga
Transfermarkt,2530376,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530376,1637,2006,8,2006-05-27,Athletico-PR,Juventude,1,0,exact,,,Givanildo Oliveira,Hélio dos Anjos
Transfermarkt,2530374,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530374,1638,2006,8,2006-05-27,Figueirense,Fortaleza,0,0,exact,,,Waldemar Lemos,Márcio Bittencourt
Transfermarkt,2530375,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530375,1639,2006,8,2006-05-27,Ponte Preta,Parana,2,5,exact,,,Vadão,Caio Júnior
Transfermarkt,4413592,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4413592,1640,2006,8,2006-05-28,Santos,Corinthians,2,0,exact,,,Vanderlei Luxemburgo,Geninho
Transfermarkt,4219818,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4219818,1641,2006,8,2006-05-28,Internacional,Cruzeiro,1,1,exact,,,Abel Braga,Paulo César Gusmão
Transfermarkt,2530377,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530377,1642,2006,8,2006-05-28,Santa Cruz,Botafogo-RJ,1,1,exact,,,Renê Simões,Cuca
Transfermarkt,2530380,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530380,1643,2006,8,2006-05-28,Fluminense,Flamengo,1,0,exact,,,Oswaldo de Oliveira,Ney Franco
Transfermarkt,2530383,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530383,1644,2006,8,2006-05-28,Palmeiras,Gremio,0,1,exact,,,Tite,Mano Menezes
Transfermarkt,2530381,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530381,1645,2006,8,2006-05-28,Goias,Sao Caetano,2,1,exact,,,Antônio Lopes,Nelsinho Baptista
Transfermarkt,2530382,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530382,1646,2006,8,2006-05-28,Vasco,Sao Paulo,1,1,exact,,,Renato Gaúcho,Muricy Ramalho
Transfermarkt,2530387,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530387,1647,2006,9,2006-05-31,Cruzeiro,Athletico-PR,1,1,exact,,,Paulo César Gusmão,Givanildo Oliveira
Transfermarkt,2530385,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530385,1648,2006,9,2006-05-31,Fortaleza,Vasco,1,1,exact,,,Márcio Bittencourt,Renato Gaúcho
Transfermarkt,2530386,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530386,1649,2006,9,2006-05-31,Juventude,Ponte Preta,0,1,exact,,,Hélio dos Anjos,Marco Aurélio
Transfermarkt,2530388,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530388,1650,2006,9,2006-05-31,Sao Caetano,Internacional,1,1,exact,,,Nelsinho Baptista,Abel Braga
Transfermarkt,2530391,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530391,1651,2006,9,2006-05-30,Sao Paulo,Fluminense,1,0,round_teams_score,,,Muricy Ramalho,Oswaldo de Oliveira
Transfermarkt,2530390,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530390,1652,2006,9,2006-05-30,Gremio,Santos,1,0,round_teams_score,,,Mano Menezes,Vanderlei Luxemburgo
Transfermarkt,2530389,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530389,1653,2006,9,2006-05-30,Flamengo,Palmeiras,2,1,round_teams_score,,,Ney Franco,Tite
Transfermarkt,2530394,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530394,1654,2006,9,2006-06-01,Botafogo-RJ,Figueirense,2,3,exact,,,Cuca,Waldemar Lemos
Transfermarkt,2530392,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530392,1655,2006,9,2006-06-01,Parana,Santa Cruz,3,0,exact,,,Caio Júnior,Renê Simões
Transfermarkt,4216907,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4216907,1656,2006,9,2006-06-01,Corinthians,Goias,0,1,exact,,,Geninho,Antônio Lopes
Transfermarkt,2530483,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530483,1657,2006,10,2006-06-03,Fluminense,Internacional,2,3,exact,3-5-2,3-4-3 plano,Oswaldo de Oliveira,Abel Braga
Transfermarkt,2530484,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530484,1658,2006,10,2006-06-03,Fortaleza,Cruzeiro,0,2,exact,,,Márcio Bittencourt,Paulo César Gusmão
Transfermarkt,2530485,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530485,1659,2006,10,2006-06-03,Gremio,Sao Caetano,1,1,exact,,,Mano Menezes,Emerson Leão
Transfermarkt,2530489,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530489,1660,2006,10,2006-06-04,Corinthians,Flamengo,0,2,exact,4-3-1-2,4-4-2 duplo 6,Geninho,Ney Franco
Transfermarkt,2530487,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530487,1661,2006,10,2006-06-04,Vasco,Santa Cruz,2,1,exact,,,Renato Gaúcho,Renê Simões
Transfermarkt,2530488,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530488,1662,2006,10,2006-06-04,Ponte Preta,Figueirense,3,0,exact,4-3-1-2,4-3-2-1,Marco Aurélio,Adilson Batista
Transfermarkt,2530486,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530486,1663,2006,10,2006-06-04,Athletico-PR,Palmeiras,2,0,exact,,,Givanildo Oliveira,Tite
Transfermarkt,2530490,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530490,1664,2006,10,2006-06-04,Goias,Parana,1,2,exact,,,Antônio Lopes,Caio Júnior
Transfermarkt,2530491,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530491,1665,2006,10,2006-06-04,Juventude,Sao Paulo,1,1,exact,,,Hélio dos Anjos,Muricy Ramalho
Transfermarkt,2530492,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530492,1666,2006,10,2006-06-04,Santos,Botafogo-RJ,0,0,exact,,,Vanderlei Luxemburgo,Cuca
Transfermarkt,2530493,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530493,1667,2006,11,2006-07-12,Internacional,Ponte Preta,2,0,exact,4-3-1-2,5-4-1 plano,Abel Braga,Marco Aurélio
Transfermarkt,2530494,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530494,1668,2006,11,2006-07-12,Athletico-PR,Fortaleza,0,0,exact,,,Givanildo Oliveira,Hélio dos Anjos
Transfermarkt,2530495,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530495,1669,2006,11,2006-07-12,Fluminense,Juventude,3,2,exact,,,Oswaldo de Oliveira,Ivo Wortmann
Transfermarkt,2530496,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530496,1670,2006,11,2006-07-12,Sao Paulo,Gremio,2,1,exact,,,Muricy Ramalho,Mano Menezes
Transfermarkt,2530497,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530497,1671,2006,11,2006-07-11,Figueirense,Santos,2,1,round_teams_score,4-3-1-2,5-3-2,Waldemar Lemos,Vanderlei Luxemburgo
Transfermarkt,2530498,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530498,1672,2006,11,2006-07-11,Sao Caetano,Botafogo-RJ,1,1,round_teams_score,4-4-2 duplo 6,4-4-2 duplo 6,Emerson Leão,Cuca
Transfermarkt,2530499,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530499,1673,2006,11,2006-07-11,Cruzeiro,Corinthians,2,0,round_teams_score,,,Paulo César Gusmão,Geninho
Transfermarkt,2530518,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530518,1674,2006,11,2006-07-13,Santa Cruz,Goias,2,1,exact,,,Renê Simões,Antônio Lopes
Transfermarkt,2530501,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530501,1675,2006,11,2006-07-13,Flamengo,Parana,1,4,exact,,,Ney Franco,Gilson Kleina
Transfermarkt,2530502,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530502,1676,2006,11,2006-07-13,Palmeiras,Vasco,4,2,exact,,,Tite,Renato Gaúcho
Transfermarkt,2530508,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530508,1677,2006,12,2006-07-15,Botafogo-RJ,Ponte Preta,4,1,exact,,,Cuca,Marco Aurélio
Transfermarkt,2530509,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530509,1678,2006,12,2006-07-15,Sao Paulo,Figueirense,2,1,exact,,,Muricy Ramalho,Waldemar Lemos
Transfermarkt,2530510,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530510,1679,2006,12,2006-07-15,Gremio,Fluminense,4,4,round_teams_score,4-5-1,4-4-2 duplo 6,Mano Menezes,Oswaldo de Oliveira
Transfermarkt,2530513,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530513,1680,2006,12,2006-07-16,Palmeiras,Corinthians,1,0,exact,,,Tite,Geninho
Transfermarkt,2530511,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530511,1681,2006,12,2006-07-16,Sao Caetano,Santos,2,0,exact,,,Emerson Leão,Vanderlei Luxemburgo
Transfermarkt,2530512,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530512,1682,2006,12,2006-07-16,Cruzeiro,Goias,0,0,exact,,,Paulo César Gusmão,Antônio Lopes
Transfermarkt,2530516,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530516,1683,2006,12,2006-07-16,Fortaleza,Santa Cruz,1,4,exact,,,Hélio dos Anjos,Renê Simões
Transfermarkt,2530517,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530517,1684,2006,12,2006-07-16,Parana,Athletico-PR,2,1,exact,,,Gilson Kleina,Givanildo Oliveira
Transfermarkt,2530515,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530515,1685,2006,12,2006-07-16,Juventude,Internacional,2,0,exact,,,Ivo Wortmann,Abel Braga
Transfermarkt,2530514,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530514,1686,2006,12,2006-07-16,Flamengo,Vasco,0,1,exact,,,Ney Franco,Renato Gaúcho
Transfermarkt,2530521,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530521,1687,2006,13,2006-07-22,Figueirense,Gremio,2,0,exact,4-3-1-2,4-4-2 duplo 6,Waldemar Lemos,Mano Menezes
Transfermarkt,2530520,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530520,1688,2006,13,2006-07-22,Parana,Cruzeiro,1,0,exact,,,Caio Júnior,Paulo César Gusmão
Transfermarkt,2530522,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530522,1689,2006,13,2006-07-22,Corinthians,Fortaleza,2,2,exact,,,Geninho,Hélio dos Anjos
Transfermarkt,2530523,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530523,1690,2006,13,2006-07-22,Fluminense,Sao Caetano,2,2,exact,,,Oswaldo de Oliveira,Emerson Leão
Transfermarkt,2530524,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530524,1691,2006,13,2006-07-23,Ponte Preta,Sao Paulo,1,3,exact,,,Marco Aurélio,Muricy Ramalho
Transfermarkt,2530526,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530526,1692,2006,13,2006-07-23,Vasco,Athletico-PR,2,1,exact,,,Renato Gaúcho,Vadão
Transfermarkt,2530525,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530525,1693,2006,13,2006-07-23,Santa Cruz,Flamengo,3,0,exact,,,Renê Simões,Moacir Pereira
Transfermarkt,2530529,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530529,1694,2006,13,2006-07-23,Santos,Juventude,3,2,exact,,,Vanderlei Luxemburgo,Ivo Wortmann
Transfermarkt,2530528,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530528,1695,2006,13,2006-07-23,Internacional,Botafogo-RJ,0,0,exact,,,Abel Braga,Cuca
Transfermarkt,2530527,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530527,1696,2006,13,2006-07-23,Goias,Palmeiras,1,3,exact,,,Antônio Lopes,Tite
Transfermarkt,2530583,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530583,1697,2006,14,2006-07-29,Juventude,Figueirense,1,0,exact,,,Ivo Wortmann,Waldemar Lemos
Transfermarkt,2530584,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530584,1698,2006,14,2006-07-29,Sao Caetano,Ponte Preta,1,1,exact,,,Emerson Leão,Marco Aurélio
Transfermarkt,2530585,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530585,1699,2006,14,2006-07-29,Palmeiras,Parana,4,2,exact,,,Tite,Caio Júnior
Transfermarkt,2530589,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530589,1700,2006,14,2006-07-30,Sao Paulo,Santos,0,4,exact,,,Muricy Ramalho,Vanderlei Luxemburgo
Transfermarkt,2530588,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530588,1701,2006,14,2006-07-30,Santa Cruz,Corinthians,1,0,exact,,,Mauricio Simões,Geninho
Transfermarkt,2530587,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2530587,1702,2006,14,2006-07-30,Vasco,Cruzeiro,1,0,exact,,,Renato Gaúcho,Paulo César Gusmão
