temporada;fase;rodada;jogo;data;mandante;placar;visitante;observacao;fonte
1987;Primeira fase;1;1;1987-09-11;Palmeiras;2-0;Cruzeiro;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;1;2;1987-09-12;Botafogo-RJ;1-0;Goias;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;1;3;1987-09-13;Corinthians;0-1;Fluminense;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;1;4;1987-09-13;Flamengo;0-2;Sao Paulo;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;1;5;1987-09-13;Internacional;4-0;Santa Cruz;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;1;6;1987-09-13;Coritiba;0-1;Gremio;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;1;7;1987-09-13;Bahia;0-3;Vasco;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;1;8;1987-09-13;Atletico-MG;5-1;Santos;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;2;9;1987-09-18;Corinthians;0-1;Goias;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;2;10;1987-09-19;Atletico-MG;0-0;Internacional;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;2;11;1987-09-20;Santos;0-0;Palmeiras;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;2;12;1987-09-20;Fluminense;1-1;Botafogo-RJ;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;2;13;1987-09-20;Bahia;1-1;Sao Paulo;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;2;14;1987-09-20;Flamengo;2-1;Vasco;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;2;15;1987-09-20;Gremio;0-0;Cruzeiro;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;2;16;1987-09-20;Santa Cruz;0-0;Coritiba;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;3;17;1987-09-23;Fluminense;2-0;Palmeiras;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;3;18;1987-09-23;Sao Paulo;3-0;Santa Cruz;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;3;19;1987-09-23;Gremio;1-0;Vasco;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;3;20;1987-09-23;Cruzeiro;2-1;Bahia;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;3;21;1987-09-23;Coritiba;2-1;Corinthians;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;3;22;1987-09-24;Botafogo-RJ;0-0;Internacional;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;3;23;1987-09-24;Santos;0-0;Flamengo;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
1987;Primeira fase;3;24;1987-09-30;Goias;0-1;Atletico-MG;Módulo Verde/Copa União.;https://www.rsssf.org/tablesb/braz87.html
