ano,statsbomb_partida_id,data,fase,mandante,visitante,placar_mandante,placar_visitante,selecao,adversario,jogador,minuto,segundo,periodo,parte_corpo,parte_corpo_pt,tipo_chute,tipo_chute_pt,tecnica,tecnica_pt,padrao_jogada,padrao_jogada_pt,situacao,xg,x,y,fim_x,fim_y,fim_z,zona,distancia_m,eh_penalti,eh_falta,eh_cabeca,eh_pe_direito,eh_pe_esquerdo,eh_fora_area,eh_primeira,eh_gol_aberto,eh_voleio,fonte
2018,7565,2018-06-27,Fase de grupos,Sérvia,Brasil,0,2,Brasil,Sérvia,Thiago Emiliano da Silva,67,18,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.1774,116.0,36.0,120.0,36.4,1.9,Pequena área,4.9,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7566,2018-06-27,Fase de grupos,México,Suécia,0,3,Suécia,México,Ludwig Augustinsson,49,47,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.2347,116.0,32.0,119.0,38.7,1.3,Pequena área,7.6,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,7566,2018-06-27,Fase de grupos,México,Suécia,0,3,Suécia,México,Andreas Granqvist,61,34,2,Right Foot,Pé direito,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,109.0,41.0,120.0,36.2,2.4,Pênalti,9.7,True,False,False,True,False,False,False,False,False,StatsBomb Open Data
2018,7567,2018-06-27,Fase de grupos,Coreia do Sul,Alemanha,2,0,Coreia do Sul,Alemanha,Young-Gwon Kim,91,9,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.4729,115.0,42.0,120.0,42.6,0.9,Pequena área,4.7,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,7567,2018-06-27,Fase de grupos,Coreia do Sul,Alemanha,2,0,Coreia do Sul,Alemanha,Heung-Min Son,95,53,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Counter,Contra-ataque,Contra-ataque,0.9226,116.0,32.0,120.0,44.0,0.4,Pequena área,7.6,False,False,False,False,True,False,True,True,False,StatsBomb Open Data
2018,7568,2018-06-27,Fase de grupos,Suíça,Costa Rica,2,2,Suíça,Costa Rica,Blerim Džemaili,30,24,1,Right Foot,Pé direito,Open Play,Bola rolando,Half Volley,Meio voleio,Regular Play,Bola rolando,Bola rolando,0.4028,113.0,43.0,120.0,40.5,1.1,Dentro da área,6.6,False,False,False,True,False,False,True,False,True,StatsBomb Open Data
2018,7568,2018-06-27,Fase de grupos,Suíça,Costa Rica,2,2,Costa Rica,Suíça,Kendall Jamaal Waston Manley,55,25,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.1312,115.0,42.0,119.0,37.2,1.5,Pequena área,4.7,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7568,2018-06-27,Fase de grupos,Suíça,Costa Rica,2,2,Suíça,Costa Rica,Josip Drmic,87,0,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.1161,106.0,34.0,120.0,43.0,0.2,Dentro da área,13.3,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2018,7569,2018-06-28,Fase de grupos,Panamá,Tunísia,1,2,Tunísia,Panamá,Fakhreddine Ben Youssef,50,16,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.5579,114.0,40.0,120.0,38.3,1.6,Pequena área,5.2,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2018,7569,2018-06-28,Fase de grupos,Panamá,Tunísia,1,2,Tunísia,Panamá,Wahbi Khazri,65,21,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Free Kick,Falta,Falta,0.763,117.0,43.0,120.0,40.3,2.1,Pequena área,3.7,False,False,False,True,False,False,True,True,False,StatsBomb Open Data
2018,7570,2018-06-28,Fase de grupos,Inglaterra,Bélgica,0,1,Bélgica,Inglaterra,Adnan Januzaj,50,3,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.0778,105.0,53.0,119.0,36.6,2.2,Dentro da área,17.2,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,7571,2018-06-28,Fase de grupos,Senegal,Colômbia,0,1,Colômbia,Senegal,Yerry Fernando Mina González,73,29,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.058,114.0,47.0,120.0,41.5,1.9,Pequena área,7.9,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7572,2018-06-28,Fase de grupos,Japão,Polônia,0,1,Polônia,Japão,Jan Bednarek,58,55,2,Right Foot,Pé direito,Open Play,Bola rolando,Volley,Voleio,From Free Kick,Falta,Falta,0.2086,114.0,46.0,120.0,43.4,1.3,Pequena área,7.3,False,False,False,True,False,False,True,False,True,StatsBomb Open Data
2018,7579,2018-06-30,Oitavas de final,Uruguai,Portugal,2,1,Uruguai,Portugal,Edinson Roberto Cavani Gómez,6,39,1,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.1768,114.0,46.0,120.0,44.0,2.0,Pequena área,7.3,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7579,2018-06-30,Oitavas de final,Uruguai,Portugal,2,1,Portugal,Uruguai,Kléper Laveran Lima Ferreira,54,13,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.1587,112.0,43.0,120.0,38.3,1.0,Dentro da área,7.4,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7579,2018-06-30,Oitavas de final,Uruguai,Portugal,2,1,Uruguai,Portugal,Edinson Roberto Cavani Gómez,61,8,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Keeper,Reposição do goleiro,Bola rolando,0.0603,103.0,26.0,120.0,42.6,1.0,Dentro da área,19.0,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2018,7580,2018-06-30,Oitavas de final,França,Argentina,4,3,França,Argentina,Antoine Griezmann,12,42,1,Left Foot,Pé esquerdo,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,108.0,40.0,120.0,38.3,0.2,Pênalti,10.5,True,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,7580,2018-06-30,Oitavas de final,França,Argentina,4,3,Argentina,França,Ángel Fabián Di María Hernández,40,43,1,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.0235,90.0,38.0,120.0,44.0,1.7,Fora da área,26.3,False,False,False,False,True,True,False,False,False,StatsBomb Open Data
2018,7580,2018-06-30,Oitavas de final,França,Argentina,4,3,Argentina,França,Gabriel Iván Mercado,47,35,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Free Kick,Falta,Falta,0.28,111.0,42.0,119.0,43.4,0.4,Dentro da área,8.1,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,7580,2018-06-30,Oitavas de final,França,Argentina,4,3,França,Argentina,Benjamin Pavard,56,48,2,Right Foot,Pé direito,Open Play,Bola rolando,Half Volley,Meio voleio,Regular Play,Bola rolando,Bola rolando,0.0242,100.0,56.0,120.0,36.2,2.0,Fora da área,22.2,False,False,False,True,False,True,True,False,True,StatsBomb Open Data
2018,7580,2018-06-30,Oitavas de final,França,Argentina,4,3,França,Argentina,Kylian Mbappé Lottin,63,8,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.1178,112.0,30.0,120.0,39.5,0.9,Dentro da área,11.0,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,7580,2018-06-30,Oitavas de final,França,Argentina,4,3,França,Argentina,Kylian Mbappé Lottin,67,49,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.221,107.0,51.0,120.0,36.2,0.2,Dentro da área,14.7,False,False,False,True,False,False,False,False,False,StatsBomb Open Data
2018,7580,2018-06-30,Oitavas de final,França,Argentina,4,3,Argentina,França,Sergio Leonel Agüero del Castillo,92,2,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.1939,112.0,37.0,119.0,36.4,0.9,Dentro da área,7.5,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7581,2018-07-01,Oitavas de final,Croácia,Dinamarca,1,1,Dinamarca,Croácia,Mathias Jørgensen Jatta,0,57,1,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.1261,115.0,34.0,119.0,39.7,0.2,Pequena área,6.7,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,7581,2018-07-01,Oitavas de final,Croácia,Dinamarca,1,1,Croácia,Dinamarca,Mario Mandžukić,3,39,1,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.2635,112.0,36.0,120.0,36.4,1.1,Dentro da área,7.8,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2018,7582,2018-07-01,Oitavas de final,Espanha,Rússia,1,1,Rússia,Espanha,Artem Dzyuba,40,55,1,Right Foot,Pé direito,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,108.0,40.0,120.0,43.0,1.7,Pênalti,10.5,True,False,False,True,False,False,False,False,False,StatsBomb Open Data
2018,7583,2018-07-02,Oitavas de final,Brasil,México,2,0,Brasil,México,Neymar da Silva Santos Junior,50,18,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.9257,119.0,43.0,120.0,40.1,0.5,Pequena área,2.7,False,False,False,True,False,False,True,True,False,StatsBomb Open Data
2018,7583,2018-07-02,Oitavas de final,Brasil,México,2,0,Brasil,México,Roberto Firmino Barbosa de Oliveira,87,55,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Counter,Contra-ataque,Contra-ataque,0.922,119.0,43.0,120.0,40.3,0.9,Pequena área,2.7,False,False,False,True,False,False,True,True,False,StatsBomb Open Data
2018,7584,2018-07-02,Oitavas de final,Bélgica,Japão,3,2,Japão,Bélgica,Genki Haraguchi,47,19,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Counter,Contra-ataque,Contra-ataque,0.0733,109.0,54.0,120.0,36.4,0.6,Dentro da área,15.3,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2018,7584,2018-07-02,Oitavas de final,Bélgica,Japão,3,2,Japão,Bélgica,Takashi Inui,51,34,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Keeper,Reposição do goleiro,Bola rolando,0.0249,94.0,33.0,120.0,44.0,0.8,Fora da área,23.5,False,False,False,True,False,True,False,False,False,StatsBomb Open Data
2018,7584,2018-07-02,Oitavas de final,Bélgica,Japão,3,2,Bélgica,Japão,Jan Vertonghen,68,53,2,Head,Cabeça,Open Play,Bola rolando,Lob,Cobertura,From Corner,Escanteio,Escanteio,0.0114,116.0,23.0,120.0,43.8,1.5,Dentro da área,14.9,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7584,2018-07-02,Oitavas de final,Bélgica,Japão,3,2,Bélgica,Japão,Marouane Fellaini-Bakkioui,73,23,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.1826,114.0,42.0,120.0,41.5,0.6,Pequena área,5.5,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7584,2018-07-02,Oitavas de final,Bélgica,Japão,3,2,Bélgica,Japão,Nacer Chadli,93,44,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Keeper,Reposição do goleiro,Bola rolando,0.2597,111.0,37.0,120.0,37.4,0.2,Dentro da área,8.3,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,7585,2018-07-03,Oitavas de final,Colômbia,Inglaterra,1,1,Inglaterra,Colômbia,Harry Kane,56,54,2,Right Foot,Pé direito,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,108.0,40.0,119.0,40.3,1.6,Pênalti,10.5,True,False,False,True,False,False,False,False,False,StatsBomb Open Data
2018,7585,2018-07-03,Oitavas de final,Colômbia,Inglaterra,1,1,Colômbia,Inglaterra,Yerry Fernando Mina González,92,32,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.1694,114.0,41.0,120.0,36.6,1.9,Pequena área,5.3,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,7586,2018-07-03,Oitavas de final,Suécia,Suíça,1,0,Suécia,Suíça,Emil Peter Forsberg,65,52,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.0959,101.0,42.0,120.0,37.6,2.2,Fora da área,16.7,False,False,False,True,False,True,False,False,False,StatsBomb Open Data
2018,8649,2018-07-06,Quartas de final,Uruguai,França,0,2,França,Uruguai,Raphaël Varane,39,29,1,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Free Kick,Falta,Falta,0.1301,109.0,44.0,120.0,36.6,1.3,Dentro da área,10.2,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,8649,2018-07-06,Quartas de final,Uruguai,França,0,2,França,Uruguai,Antoine Griezmann,60,46,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.0097,97.0,21.0,120.0,40.9,1.6,Fora da área,25.8,False,False,False,False,True,True,False,False,False,StatsBomb Open Data
2018,8650,2018-07-06,Quartas de final,Brasil,Bélgica,1,2,Bélgica,Brasil,Kevin De Bruyne,30,48,1,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.0362,102.0,54.0,120.0,36.6,0.6,Dentro da área,19.7,False,False,False,True,False,False,False,False,False,StatsBomb Open Data
2018,8650,2018-07-06,Quartas de final,Brasil,Bélgica,1,2,Brasil,Bélgica,Renato Soares de Oliveira Augusto,75,20,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.2255,111.0,42.0,120.0,43.8,0.5,Dentro da área,8.1,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,8651,2018-07-07,Quartas de final,Suécia,Inglaterra,0,2,Inglaterra,Suécia,Harry Maguire,29,47,1,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.0618,110.0,44.0,120.0,37.6,0.1,Dentro da área,9.4,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,8651,2018-07-07,Quartas de final,Suécia,Inglaterra,0,2,Inglaterra,Suécia,Bamidele Alli,58,0,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.1441,116.0,32.0,119.0,38.7,1.9,Pequena área,7.6,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,8652,2018-07-07,Quartas de final,Rússia,Croácia,2,2,Rússia,Croácia,Denis Cheryshev,30,48,1,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.0543,94.0,34.0,119.0,36.4,2.3,Fora da área,23.3,False,False,False,False,True,True,False,False,False,StatsBomb Open Data
2018,8652,2018-07-07,Quartas de final,Rússia,Croácia,2,2,Croácia,Rússia,Andrej Kramarić,38,58,1,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.2728,113.0,38.0,120.0,42.2,0.6,Dentro da área,6.4,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,8652,2018-07-07,Quartas de final,Rússia,Croácia,2,2,Croácia,Rússia,Domagoj Vida,100,2,3,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.1087,110.0,40.0,120.0,44.0,0.9,Dentro da área,8.8,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,8652,2018-07-07,Quartas de final,Rússia,Croácia,2,2,Rússia,Croácia,Mário Figueira Fernandes,114,11,4,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Free Kick,Falta,Falta,0.2413,114.0,41.0,120.0,36.2,0.7,Pequena área,5.3,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,8655,2018-07-10,Semifinal,França,Bélgica,1,0,França,Bélgica,Samuel Yves Umtiti,50,35,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.0803,118.0,47.0,120.0,43.6,1.8,Pequena área,6.2,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2018,8656,2018-07-11,Semifinal,Croácia,Inglaterra,2,1,Inglaterra,Croácia,Kieran Trippier,4,46,1,Right Foot,Pé direito,Free Kick,Falta,Normal,Normal,From Free Kick,Falta,Falta,0.0876,96.0,43.0,120.0,43.4,2.3,Fora da área,21.2,False,True,False,True,False,True,False,False,False,StatsBomb Open Data
2018,8656,2018-07-11,Semifinal,Croácia,Inglaterra,2,1,Croácia,Inglaterra,Ivan Perišić,67,44,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.2091,114.0,40.0,120.0,36.4,0.4,Pequena área,5.2,False,False,False,False,True,False,True,False,False,StatsBomb Open Data
2018,8656,2018-07-11,Semifinal,Croácia,Inglaterra,2,1,Croácia,Inglaterra,Mario Mandžukić,108,3,4,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.2511,114.0,33.0,119.0,42.0,0.5,Pequena área,7.9,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,8657,2018-07-14,Terceiro lugar,Bélgica,Inglaterra,2,0,Bélgica,Inglaterra,Thomas Meunier,3,37,1,Right Foot,Pé direito,Open Play,Bola rolando,Volley,Voleio,Regular Play,Bola rolando,Bola rolando,0.3169,113.0,41.0,120.0,41.9,0.4,Dentro da área,6.2,False,False,False,True,False,False,True,False,True,StatsBomb Open Data
2018,8657,2018-07-14,Terceiro lugar,Bélgica,Inglaterra,2,0,Bélgica,Inglaterra,Eden Hazard,81,27,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.3588,112.0,35.0,120.0,36.6,0.8,Dentro da área,8.2,False,False,False,True,False,False,False,False,False,StatsBomb Open Data
2018,8658,2018-07-15,Final,França,Croácia,4,2,Croácia,França,Ivan Perišić,27,53,1,Left Foot,Pé esquerdo,Open Play,Bola rolando,Half Volley,Meio voleio,From Free Kick,Falta,Falta,0.0839,105.0,32.0,120.0,43.6,0.8,Dentro da área,14.8,False,False,False,False,True,False,False,False,True,StatsBomb Open Data
2018,8658,2018-07-15,Final,França,Croácia,4,2,França,Croácia,Antoine Griezmann,37,56,1,Left Foot,Pé esquerdo,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,108.0,40.0,120.0,37.6,0.1,Pênalti,10.5,True,False,False,False,True,False,False,False,False,StatsBomb Open Data
2018,8658,2018-07-15,Final,França,Croácia,4,2,França,Croácia,Paul Pogba,58,33,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.0863,102.0,39.0,120.0,37.6,1.0,Dentro da área,15.8,False,False,False,False,True,False,True,False,False,StatsBomb Open Data
2018,8658,2018-07-15,Final,França,Croácia,4,2,França,Croácia,Kylian Mbappé Lottin,64,36,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.0449,94.0,40.0,120.0,37.0,0.3,Fora da área,22.8,False,False,False,True,False,True,False,False,False,StatsBomb Open Data
2018,8658,2018-07-15,Final,França,Croácia,4,2,Croácia,França,Mario Mandžukić,68,8,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.5632,114.0,43.0,120.0,36.6,0.4,Pequena área,5.8,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2022,3857286,2022-11-20,Fase de grupos,Catar,Equador,0,2,Equador,Catar,Enner Remberto Valencia Lastra,15,49,1,Right Foot,Pé direito,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,108.1,40.1,120.0,43.4,0.2,Pênalti,10.4,True,False,False,True,False,False,False,False,False,StatsBomb Open Data
2022,3857286,2022-11-20,Fase de grupos,Catar,Equador,0,2,Equador,Catar,Enner Remberto Valencia Lastra,30,44,1,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.0888,109.6,38.0,120.0,36.5,0.6,Dentro da área,9.3,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2022,3857271,2022-11-21,Fase de grupos,Inglaterra,Irã,6,2,Inglaterra,Irã,Jude Bellingham,34,9,1,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.0829,112.0,38.0,120.0,43.0,1.9,Dentro da área,7.2,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2022,3857271,2022-11-21,Fase de grupos,Inglaterra,Irã,6,2,Inglaterra,Irã,Bukayo Saka,42,46,1,Left Foot,Pé esquerdo,Open Play,Bola rolando,Half Volley,Meio voleio,From Corner,Escanteio,Escanteio,0.061,104.1,38.5,120.0,40.9,2.5,Dentro da área,14.0,False,False,False,False,True,False,True,False,True,StatsBomb Open Data
2022,3857271,2022-11-21,Fase de grupos,Inglaterra,Irã,6,2,Inglaterra,Irã,Raheem Sterling,45,17,1,Right Foot,Pé direito,Open Play,Bola rolando,Volley,Voleio,Regular Play,Bola rolando,Bola rolando,0.1885,111.0,42.8,120.0,43.2,0.7,Dentro da área,8.2,False,False,False,True,False,False,True,False,True,StatsBomb Open Data
2022,3857271,2022-11-21,Fase de grupos,Inglaterra,Irã,6,2,Inglaterra,Irã,Bukayo Saka,61,26,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.08,105.3,46.3,120.0,37.3,0.2,Dentro da área,13.9,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2022,3857271,2022-11-21,Fase de grupos,Inglaterra,Irã,6,2,Irã,Inglaterra,Mehdi Taremi,64,33,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Throw In,Lateral,Bola rolando,0.0657,109.7,48.0,120.0,41.3,2.2,Dentro da área,11.3,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2022,3857271,2022-11-21,Fase de grupos,Inglaterra,Irã,6,2,Inglaterra,Irã,Marcus Rashford,70,51,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,From Goal Kick,Tiro de meta,Bola rolando,0.4081,109.7,47.7,120.0,38.8,0.2,Dentro da área,11.1,False,False,False,False,True,False,False,False,False,StatsBomb Open Data
2022,3857271,2022-11-21,Fase de grupos,Inglaterra,Irã,6,2,Inglaterra,Irã,Jack Grealish,89,1,2,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Free Kick,Falta,Falta,0.6263,112.0,39.9,120.0,42.7,0.2,Dentro da área,7.0,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2022,3857271,2022-11-21,Fase de grupos,Inglaterra,Irã,6,2,Irã,Inglaterra,Mehdi Taremi,102,30,2,Right Foot,Pé direito,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,108.0,40.0,120.0,42.3,0.3,Pênalti,10.5,True,False,False,True,False,False,False,False,False,StatsBomb Open Data
2022,3857282,2022-11-21,Fase de grupos,Estados Unidos,País de Gales,1,1,Estados Unidos,País de Gales,Timothy Weah,35,12,1,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,From Counter,Contra-ataque,Contra-ataque,0.201,107.7,37.8,120.0,43.8,0.0,Dentro da área,10.9,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2022,3857282,2022-11-21,Fase de grupos,Estados Unidos,País de Gales,1,1,País de Gales,Estados Unidos,Gareth Frank Bale,81,33,2,Left Foot,Pé esquerdo,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,108.0,40.0,120.0,43.4,1.5,Pênalti,10.5,True,False,False,False,True,False,False,False,False,StatsBomb Open Data
2022,3857285,2022-11-21,Fase de grupos,Senegal,Países Baixos,0,2,Países Baixos,Senegal,Cody Mathès Gakpo,83,50,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.286,112.3,39.0,120.0,36.4,1.9,Dentro da área,6.8,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2022,3857285,2022-11-21,Fase de grupos,Senegal,Países Baixos,0,2,Países Baixos,Senegal,Davy Klaassen,98,18,2,Left Foot,Pé esquerdo,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.3481,109.5,34.8,120.0,38.0,2.0,Dentro da área,10.2,False,False,False,False,True,False,True,False,False,StatsBomb Open Data
2022,3857279,2022-11-22,Fase de grupos,França,Austrália,4,1,Austrália,França,Craig Goodwin,8,24,1,Left Foot,Pé esquerdo,Open Play,Bola rolando,Half Volley,Meio voleio,From Throw In,Lateral,Bola rolando,0.1915,114.2,31.3,120.0,41.3,2.4,Pequena área,9.0,False,False,False,False,True,False,True,False,True,StatsBomb Open Data
2022,3857279,2022-11-22,Fase de grupos,França,Austrália,4,1,França,Austrália,Adrien Rabiot,26,2,1,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Corner,Escanteio,Escanteio,0.1691,111.6,42.0,120.0,39.9,1.2,Dentro da área,7.5,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2022,3857279,2022-11-22,Fase de grupos,França,Austrália,4,1,França,Austrália,Olivier Giroud,31,18,1,Right Foot,Pé direito,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.7793,110.5,39.2,120.0,39.4,0.5,Dentro da área,8.3,False,False,False,True,False,False,True,False,False,StatsBomb Open Data
2022,3857279,2022-11-22,Fase de grupos,França,Austrália,4,1,França,Austrália,Kylian Mbappé Lottin,67,3,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,Regular Play,Bola rolando,Bola rolando,0.1414,113.5,42.2,120.0,37.8,1.4,Dentro da área,6.0,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2022,3857279,2022-11-22,Fase de grupos,França,Austrália,4,1,França,Austrália,Olivier Giroud,70,50,2,Head,Cabeça,Open Play,Bola rolando,Normal,Normal,From Free Kick,Falta,Falta,0.1689,113.5,42.6,120.0,42.6,0.5,Dentro da área,6.1,False,False,True,False,False,False,False,False,False,StatsBomb Open Data
2022,3857300,2022-11-22,Fase de grupos,Argentina,Arábia Saudita,1,2,Argentina,Arábia Saudita,Lionel Andrés Messi Cuccittini,9,15,1,Left Foot,Pé esquerdo,Penalty,Pênalti,Normal,Normal,Other,Outra jogada,Pênalti,0.7835,108.0,40.0,120.0,38.7,0.2,Pênalti,10.5,True,False,False,False,True,False,False,False,False,StatsBomb Open Data
