edicao,fase,grupo,data,partida,time_1,placar,time_2,estadio,selecao,adversario,jogador,minuto,acrescimo,minuto_texto,tipo_oficial,tipo_tecnico,parte_corpo,tecnica,zona,xg,distancia_m,coordenada_x,coordenada_y,eh_penalti,eh_gol_contra,eh_falta,eh_cabeca,eh_fora_area,situacao,fonte_situacao,frase_situacao,fonte_oficial,fonte_tecnica,nivel_confianca,texto_original,gol_id,partida_id_local
1986,Fase de grupos,Grupo D,12 de junho,Brasil 3 - 0 Irlanda do Norte,Brasil,3 - 0,Irlanda do Norte,"Estádio Jalisco, Guadalajara",Brasil,Irlanda do Norte,Josimar,42,,42',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Josimar 42',1252,1986-023
1986,Fase de grupos,Grupo D,12 de junho,Espanha 3 - 0 Argélia,Espanha,3 - 0,Argélia,"Estádio Tecnológico, Monterrei",Espanha,Argélia,Calderé,15,,15',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Calderé 15',1253,1986-024
1986,Fase de grupos,Grupo D,12 de junho,Espanha 3 - 0 Argélia,Espanha,3 - 0,Argélia,"Estádio Tecnológico, Monterrei",Espanha,Argélia,Calderé,68,,68',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Calderé 68',1254,1986-024
1986,Fase de grupos,Grupo D,12 de junho,Espanha 3 - 0 Argélia,Espanha,3 - 0,Argélia,"Estádio Tecnológico, Monterrei",Espanha,Argélia,Eloy Olaya,70,,70',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Eloy Olaya 70',1255,1986-024
1986,Fase de grupos,Grupo E,4 de junho,Alemanha 1 - 1 Uruguai,Alemanha,1 - 1,Uruguai,"Estádio La Corregidora, Quéretaro",Alemanha,Uruguai,Allofs,84,,84',normal,Bola rolando,Cabeça,Normal,Pequena área,0.3661,3.6,115.9,39.4,False,False,False,True,False,Escanteio,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Allofs 84',1256,1986-025
1986,Fase de grupos,Grupo E,4 de junho,Alemanha 1 - 1 Uruguai,Alemanha,1 - 1,Uruguai,"Estádio La Corregidora, Quéretaro",Uruguai,Alemanha,Alzamendi,4,,4',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Alzamendi 4',1257,1986-025
1986,Fase de grupos,Grupo E,4 de junho,Escócia 0 - 1 Dinamarca,Escócia,0 - 1,Dinamarca,"Estádio Neza 86, Nezahualcóyotl",Dinamarca,Escócia,Elkjær Larsen,57,,57',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Elkjær Larsen 57',1258,1986-026
1986,Fase de grupos,Grupo E,8 de junho,Alemanha 2 - 1 Escócia,Alemanha,2 - 1,Escócia,"Estadio La Corregidora, Querétaro",Alemanha,Escócia,Völler,23,,23',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Völler 23',1259,1986-027
1986,Fase de grupos,Grupo E,8 de junho,Alemanha 2 - 1 Escócia,Alemanha,2 - 1,Escócia,"Estadio La Corregidora, Querétaro",Alemanha,Escócia,Allofs,49,,49',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Allofs 49',1260,1986-027
1986,Fase de grupos,Grupo E,8 de junho,Alemanha 2 - 1 Escócia,Alemanha,2 - 1,Escócia,"Estadio La Corregidora, Querétaro",Escócia,Alemanha,Strachan,18,,18',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Strachan 18',1261,1986-027
1986,Fase de grupos,Grupo E,8 de junho,Dinamarca 6 - 1 Uruguai,Dinamarca,6 - 1,Uruguai,"Estádio Neza 86, Nezahualcóyotl",Dinamarca,Uruguai,Elkjær Larsen,11,,11',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Elkjær Larsen 11',1262,1986-028
1986,Fase de grupos,Grupo E,8 de junho,Dinamarca 6 - 1 Uruguai,Dinamarca,6 - 1,Uruguai,"Estádio Neza 86, Nezahualcóyotl",Dinamarca,Uruguai,Elkjær Larsen,67,,67',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Elkjær Larsen 67',1263,1986-028
1986,Fase de grupos,Grupo E,8 de junho,Dinamarca 6 - 1 Uruguai,Dinamarca,6 - 1,Uruguai,"Estádio Neza 86, Nezahualcóyotl",Dinamarca,Uruguai,Elkjær Larsen,80,,80',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Elkjær Larsen 80',1264,1986-028
1986,Fase de grupos,Grupo E,8 de junho,Dinamarca 6 - 1 Uruguai,Dinamarca,6 - 1,Uruguai,"Estádio Neza 86, Nezahualcóyotl",Dinamarca,Uruguai,Lerby,41,,41',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lerby 41',1265,1986-028
1986,Fase de grupos,Grupo E,8 de junho,Dinamarca 6 - 1 Uruguai,Dinamarca,6 - 1,Uruguai,"Estádio Neza 86, Nezahualcóyotl",Dinamarca,Uruguai,Laudrup,52,,52',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Laudrup 52',1266,1986-028
1986,Fase de grupos,Grupo E,8 de junho,Dinamarca 6 - 1 Uruguai,Dinamarca,6 - 1,Uruguai,"Estádio Neza 86, Nezahualcóyotl",Dinamarca,Uruguai,J. Olsen,88,,88',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,J. Olsen 88',1267,1986-028
1986,Fase de grupos,Grupo E,8 de junho,Dinamarca 6 - 1 Uruguai,Dinamarca,6 - 1,Uruguai,"Estádio Neza 86, Nezahualcóyotl",Uruguai,Dinamarca,Francescoli,45,,45',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Francescoli 45' (pen.),1268,1986-028
1986,Fase de grupos,Grupo E,13 de junho,Dinamarca 2 - 0 Alemanha,Dinamarca,2 - 0,Alemanha,"Estádio La Corregidora, Querétaro",Dinamarca,Alemanha,J. Olsen,43,,43',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,J. Olsen 43' (pen),1269,1986-029
1986,Fase de grupos,Grupo E,13 de junho,Dinamarca 2 - 0 Alemanha,Dinamarca,2 - 0,Alemanha,"Estádio La Corregidora, Querétaro",Dinamarca,Alemanha,Eriksen,62,,62',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Eriksen 62',1270,1986-029
1986,Fase de grupos,Grupo F,3 de junho,Portugal 1 - 0 Inglaterra,Portugal,1 - 0,Inglaterra,"Estádio Tecnológico, Monterrei",Portugal,Inglaterra,Carlos Manuel,76,,76',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Carlos Manuel 76',1271,1986-032
1986,Fase de grupos,Grupo F,7 de junho,Polônia 1 - 0 Portugal,Polônia,1 - 0,Portugal,"Estádio Universitario, Monterrei",Polônia,Portugal,Smolarek,68,,68',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Smolarek 68',1272,1986-034
1986,Fase de grupos,Grupo F,11 de junho,Inglaterra 3 - 0 Polônia,Inglaterra,3 - 0,Polônia,"Estádio Tecnológico, Monterrei",Inglaterra,Polônia,Lineker,9,,9',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lineker 9',1273,1986-035
1986,Fase de grupos,Grupo F,11 de junho,Inglaterra 3 - 0 Polônia,Inglaterra,3 - 0,Polônia,"Estádio Tecnológico, Monterrei",Inglaterra,Polônia,Lineker,14,,14',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lineker 14',1274,1986-035
1986,Fase de grupos,Grupo F,11 de junho,Inglaterra 3 - 0 Polônia,Inglaterra,3 - 0,Polônia,"Estádio Tecnológico, Monterrei",Inglaterra,Polônia,Lineker,34,,34',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lineker 34',1275,1986-035
1986,Fase de grupos,Grupo F,11 de junho,Portugal 1 - 3 Marrocos,Portugal,1 - 3,Marrocos,"Estádio Tres de Marzo, Guadalajara",Portugal,Marrocos,Diamantino,80,,80',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Diamantino 80',1276,1986-036
1986,Fase de grupos,Grupo F,11 de junho,Portugal 1 - 3 Marrocos,Portugal,1 - 3,Marrocos,"Estádio Tres de Marzo, Guadalajara",Marrocos,Portugal,Khairi,19,,19',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Khairi 19',1277,1986-036
1986,Fase de grupos,Grupo F,11 de junho,Portugal 1 - 3 Marrocos,Portugal,1 - 3,Marrocos,"Estádio Tres de Marzo, Guadalajara",Marrocos,Portugal,Khairi,26,,26',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Khairi 26',1278,1986-036
1986,Fase de grupos,Grupo F,11 de junho,Portugal 1 - 3 Marrocos,Portugal,1 - 3,Marrocos,"Estádio Tres de Marzo, Guadalajara",Marrocos,Portugal,Merry Krimau,62,,62',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Merry Krimau 62',1279,1986-036
1986,Oitavas de final,,15 de junho,México 2 - 0 Bulgária,México,2 - 0,Bulgária,"Estádio Azteca, Cidade do México",México,Bulgária,Negrete,34,,34',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Negrete 34',1280,1986-037
1986,Oitavas de final,,15 de junho,México 2 - 0 Bulgária,México,2 - 0,Bulgária,"Estádio Azteca, Cidade do México",México,Bulgária,Servín,61,,61',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Servín 61',1281,1986-037
1986,Oitavas de final,,15 de junho,União Soviética 3 - 4 (pro) Bélgica,União Soviética,3 - 4 (pro),Bélgica,"Estádio León, León",União Soviética,Bélgica,Belanov,27,,27',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Belanov 27',1282,1986-038
1986,Oitavas de final,,15 de junho,União Soviética 3 - 4 (pro) Bélgica,União Soviética,3 - 4 (pro),Bélgica,"Estádio León, León",União Soviética,Bélgica,Belanov,70,,70',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Belanov 70',1283,1986-038
1986,Oitavas de final,,15 de junho,União Soviética 3 - 4 (pro) Bélgica,União Soviética,3 - 4 (pro),Bélgica,"Estádio León, León",União Soviética,Bélgica,Belanov,111,,111',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Belanov 111' (pen.),1284,1986-038
1986,Oitavas de final,,15 de junho,União Soviética 3 - 4 (pro) Bélgica,União Soviética,3 - 4 (pro),Bélgica,"Estádio León, León",Bélgica,União Soviética,Scifo,56,,56',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Scifo 56',1285,1986-038
1986,Oitavas de final,,15 de junho,União Soviética 3 - 4 (pro) Bélgica,União Soviética,3 - 4 (pro),Bélgica,"Estádio León, León",Bélgica,União Soviética,Ceulemans,77,,77',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Ceulemans 77',1286,1986-038
1986,Oitavas de final,,15 de junho,União Soviética 3 - 4 (pro) Bélgica,União Soviética,3 - 4 (pro),Bélgica,"Estádio León, León",Bélgica,União Soviética,Demol,102,,102',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Demol 102',1287,1986-038
1986,Oitavas de final,,15 de junho,União Soviética 3 - 4 (pro) Bélgica,União Soviética,3 - 4 (pro),Bélgica,"Estádio León, León",Bélgica,União Soviética,Claesen,110,,110',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Claesen 110',1288,1986-038
1986,Oitavas de final,,16 de junho,Brasil 4 - 0 Polônia,Brasil,4 - 0,Polônia,"Estádio Jalisco, Guadalajara",Brasil,Polônia,Sócrates,30,,30',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Sócrates 30' (pen.),1289,1986-039
1986,Oitavas de final,,16 de junho,Brasil 4 - 0 Polônia,Brasil,4 - 0,Polônia,"Estádio Jalisco, Guadalajara",Brasil,Polônia,Josimar,55,,55',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Josimar 55',1290,1986-039
1986,Oitavas de final,,16 de junho,Brasil 4 - 0 Polônia,Brasil,4 - 0,Polônia,"Estádio Jalisco, Guadalajara",Brasil,Polônia,Edinho,79,,79',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Edinho 79',1291,1986-039
1986,Oitavas de final,,16 de junho,Brasil 4 - 0 Polônia,Brasil,4 - 0,Polônia,"Estádio Jalisco, Guadalajara",Brasil,Polônia,Careca,83,,83',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Careca 83' (pen.),1292,1986-039
1986,Oitavas de final,,16 de junho,Argentina 1 - 0 Uruguai,Argentina,1 - 0,Uruguai,"Estádio Cuauhtémoc, Puebla de Zaragoza",Argentina,Uruguai,Pasculli,42,,42',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Pasculli 42',1293,1986-040
1986,Oitavas de final,,17 de junho,Itália 0 - 2 França,Itália,0 - 2,França,"Estádio Olímpico Universitário, Cidade do México",França,Itália,Platini,15,,15',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Platini 15',1294,1986-041
1986,Oitavas de final,,17 de junho,Itália 0 - 2 França,Itália,0 - 2,França,"Estádio Olímpico Universitário, Cidade do México",França,Itália,Stopyra,57,,57',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stopyra 57',1295,1986-041
1986,Oitavas de final,,17 de junho,Marrocos 0 - 1 Alemanha,Marrocos,0 - 1,Alemanha,"Estádio Universitario, Monterrei",Alemanha,Marrocos,Matthäus,87,,87',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Falta,Relato (Wikipedia EN),"Morocco held out until the 87th minute, when Lothar Matthäus scored the only goal of the match with a free kick.",Wikipedia PT,,alta,Matthäus 87',1296,1986-042
1986,Oitavas de final,,18 de junho,Inglaterra 3 - 0 Paraguai,Inglaterra,3 - 0,Paraguai,"Estádio Azteca, Cidade do México",Inglaterra,Paraguai,Lineker,31,,31',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lineker 31',1297,1986-043
1986,Oitavas de final,,18 de junho,Inglaterra 3 - 0 Paraguai,Inglaterra,3 - 0,Paraguai,"Estádio Azteca, Cidade do México",Inglaterra,Paraguai,Lineker,73,,73',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lineker 73',1298,1986-043
1986,Oitavas de final,,18 de junho,Inglaterra 3 - 0 Paraguai,Inglaterra,3 - 0,Paraguai,"Estádio Azteca, Cidade do México",Inglaterra,Paraguai,Beardsley,56,,56',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Beardsley 56',1299,1986-043
1986,Oitavas de final,,18 de junho,Dinamarca 1 - 5 Espanha,Dinamarca,1 - 5,Espanha,"Estadio La Corregidora, Querétaro",Dinamarca,Espanha,J. Olsen,33,,33',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,J. Olsen 33' (pen.),1300,1986-044
1986,Oitavas de final,,18 de junho,Dinamarca 1 - 5 Espanha,Dinamarca,1 - 5,Espanha,"Estadio La Corregidora, Querétaro",Espanha,Dinamarca,Butragueño,43,,43',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Butragueño 43',1301,1986-044
1986,Oitavas de final,,18 de junho,Dinamarca 1 - 5 Espanha,Dinamarca,1 - 5,Espanha,"Estadio La Corregidora, Querétaro",Espanha,Dinamarca,Butragueño,56,,56',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Butragueño 56',1302,1986-044
1986,Oitavas de final,,18 de junho,Dinamarca 1 - 5 Espanha,Dinamarca,1 - 5,Espanha,"Estadio La Corregidora, Querétaro",Espanha,Dinamarca,Butragueño,80,,80',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Butragueño 80',1303,1986-044
1986,Oitavas de final,,18 de junho,Dinamarca 1 - 5 Espanha,Dinamarca,1 - 5,Espanha,"Estadio La Corregidora, Querétaro",Espanha,Dinamarca,Butragueño,88,,88',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Butragueño 88' (pen.),1304,1986-044
1986,Oitavas de final,,18 de junho,Dinamarca 1 - 5 Espanha,Dinamarca,1 - 5,Espanha,"Estadio La Corregidora, Querétaro",Espanha,Dinamarca,Goikoetxea,68,,68',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Goikoetxea 68' (pen.),1305,1986-044
1986,Quartas de final,,21 de junho,Brasil 1 - 1 (pro) França,Brasil,1 - 1 (pro),França,"Estádio Jalisco, Guadalajara",Brasil,França,Careca,17,,17',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Careca 17',1306,1986-045
1986,Quartas de final,,21 de junho,Brasil 1 - 1 (pro) França,Brasil,1 - 1 (pro),França,"Estádio Jalisco, Guadalajara",França,Brasil,Platini,40,,40',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Platini 40',1307,1986-045
1986,Quartas de final,,22 de junho,Argentina 2 - 1 Inglaterra,Argentina,2 - 1,Inglaterra,"Estádio Azteca, Cidade do México",Argentina,Inglaterra,Maradona,51,,51',normal,Bola rolando,Outra parte do corpo,Normal,Dentro da área,0.3788,8.1,110.8,40.1,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Maradona 51',1308,1986-047
1986,Quartas de final,,22 de junho,Argentina 2 - 1 Inglaterra,Argentina,2 - 1,Inglaterra,"Estádio Azteca, Cidade do México",Argentina,Inglaterra,Maradona,55,,55',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.6076,9.9,113.4,49.5,False,False,False,False,False,Contra-ataque,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Maradona 55',1309,1986-047
1986,Quartas de final,,22 de junho,Argentina 2 - 1 Inglaterra,Argentina,2 - 1,Inglaterra,"Estádio Azteca, Cidade do México",Inglaterra,Argentina,Lineker,81,,81',normal,Bola rolando,Cabeça,Normal,Pequena área,0.4121,3.4,116.2,39.5,False,False,False,True,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Lineker 81',1310,1986-047
1986,Quartas de final,,22 de junho,Espanha 1 - 1 (pro) Bélgica,Espanha,1 - 1 (pro),Bélgica,"Estádio Cuauhtémoc, Puebla de Zaragoza",Espanha,Bélgica,Señor,85,,85',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Señor 85',1311,1986-048
1986,Quartas de final,,22 de junho,Espanha 1 - 1 (pro) Bélgica,Espanha,1 - 1 (pro),Bélgica,"Estádio Cuauhtémoc, Puebla de Zaragoza",Bélgica,Espanha,Ceulemans,35,,35',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Ceulemans 35',1312,1986-048
1986,Semifinal,,25 de junho,França 0 - 2 Alemanha,França,0 - 2,Alemanha,"Estádio Jalisco, Guadalajara",Alemanha,França,Brehme,9,,9',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Brehme 9',1313,1986-049
1986,Semifinal,,25 de junho,França 0 - 2 Alemanha,França,0 - 2,Alemanha,"Estádio Jalisco, Guadalajara",Alemanha,França,Völler,89,,89',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Völler 89',1314,1986-049
1986,Semifinal,,25 de junho,Argentina 2 - 0 Bélgica,Argentina,2 - 0,Bélgica,"Estádio Azteca, Cidade do México",Argentina,Bélgica,Maradona,51,,51',normal,Bola rolando,Pé esquerdo,Meio voleio,Dentro da área,0.1428,12.2,107.8,46.9,False,False,False,False,False,Contra-ataque,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Maradona 51',1315,1986-050
1986,Semifinal,,25 de junho,Argentina 2 - 0 Bélgica,Argentina,2 - 0,Bélgica,"Estádio Azteca, Cidade do México",Argentina,Bélgica,Maradona,63,,63',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.3813,10.3,111.2,31.9,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Maradona 63',1316,1986-050
1986,Terceiro lugar,,28 de junho,Bélgica 2 - 4 (pro) França,Bélgica,2 - 4 (pro),França,"Estádio Cuauhtémoc, Puebla de Zaragoza",Bélgica,França,Ceulemans,11,,11',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Ceulemans 11',1317,1986-051
1986,Terceiro lugar,,28 de junho,Bélgica 2 - 4 (pro) França,Bélgica,2 - 4 (pro),França,"Estádio Cuauhtémoc, Puebla de Zaragoza",Bélgica,França,Claesen,73,,73',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Claesen 73',1318,1986-051
1986,Terceiro lugar,,28 de junho,Bélgica 2 - 4 (pro) França,Bélgica,2 - 4 (pro),França,"Estádio Cuauhtémoc, Puebla de Zaragoza",França,Bélgica,Ferreri,27,,27',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Ferreri 27',1319,1986-051
1986,Terceiro lugar,,28 de junho,Bélgica 2 - 4 (pro) França,Bélgica,2 - 4 (pro),França,"Estádio Cuauhtémoc, Puebla de Zaragoza",França,Bélgica,Papin,43,,43',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Papin 43',1320,1986-051
1986,Terceiro lugar,,28 de junho,Bélgica 2 - 4 (pro) França,Bélgica,2 - 4 (pro),França,"Estádio Cuauhtémoc, Puebla de Zaragoza",França,Bélgica,Genghini,104,,104',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Genghini 104',1321,1986-051
1986,Terceiro lugar,,28 de junho,Bélgica 2 - 4 (pro) França,Bélgica,2 - 4 (pro),França,"Estádio Cuauhtémoc, Puebla de Zaragoza",França,Bélgica,Amoros,111,,111',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Amoros 111' (pen),1322,1986-051
1986,Final,,29 de junho de 1986,Argentina 3 - 2 Alemanha,Argentina,3 - 2,Alemanha,"Estádio Azteca, Cidade do México",Argentina,Alemanha,Brown,21,,21',normal,Bola rolando,Cabeça,Normal,Dentro da área,0.0706,8.5,113.3,32.7,False,False,False,True,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Brown 21',1323,1986-052
1986,Final,,29 de junho de 1986,Argentina 3 - 2 Alemanha,Argentina,3 - 2,Alemanha,"Estádio Azteca, Cidade do México",Argentina,Alemanha,Valdano,56,,56',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.3296,15.4,105.6,29.5,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Valdano 56',1324,1986-052
1986,Final,,29 de junho de 1986,Argentina 3 - 2 Alemanha,Argentina,3 - 2,Alemanha,"Estádio Azteca, Cidade do México",Argentina,Alemanha,Burruchaga,84,,84',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Burruchaga 84',1325,1986-052
