edicao,fase,grupo,data,partida,time_1,placar,time_2,estadio,selecao,adversario,jogador,minuto,acrescimo,minuto_texto,tipo_oficial,tipo_tecnico,parte_corpo,tecnica,zona,xg,distancia_m,coordenada_x,coordenada_y,eh_penalti,eh_gol_contra,eh_falta,eh_cabeca,eh_fora_area,situacao,fonte_situacao,frase_situacao,fonte_oficial,fonte_tecnica,nivel_confianca,texto_original,gol_id,partida_id_local
1930,Fase de grupos,Grupo A,13 de julho,França 4 - 1 México,França,4 - 1,México,"Estádio Pocitos, Montevidéu",França,México,L. Laurent,19,,19',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,L. Laurent 19',1,1930-001
1930,Fase de grupos,Grupo A,13 de julho,França 4 - 1 México,França,4 - 1,México,"Estádio Pocitos, Montevidéu",França,México,Langiller,40,,40',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Langiller 40',2,1930-001
1930,Fase de grupos,Grupo A,13 de julho,França 4 - 1 México,França,4 - 1,México,"Estádio Pocitos, Montevidéu",França,México,Maschinot,43,,43',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Maschinot 43',3,1930-001
1930,Fase de grupos,Grupo A,13 de julho,França 4 - 1 México,França,4 - 1,México,"Estádio Pocitos, Montevidéu",França,México,Maschinot,87,,87',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Maschinot 87',4,1930-001
1930,Fase de grupos,Grupo A,13 de julho,França 4 - 1 México,França,4 - 1,México,"Estádio Pocitos, Montevidéu",México,França,Carreño,70,,70',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Carreño 70',5,1930-001
1930,Fase de grupos,Grupo A,15 de julho,Argentina 1 - 0 França,Argentina,1 - 0,França,"Estádio Parque Central, Montevidéu",Argentina,França,Monti,81,,81',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Falta,Relato (Wikipedia EN),only succumbing to an 81st-minute goal scored from a Monti free kick,Wikipedia PT,,alta,Monti 81',6,1930-002
1930,Fase de grupos,Grupo A,16 de julho,Chile 3 - 0 México,Chile,3 - 0,México,"Estádio Parque Central, Montevidéu",Chile,México,Carlos Vidal,3,,3',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Carlos Vidal 3',7,1930-003
1930,Fase de grupos,Grupo A,16 de julho,Chile 3 - 0 México,Chile,3 - 0,México,"Estádio Parque Central, Montevidéu",Chile,México,Carlos Vidal,65,,65',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Carlos Vidal 65',8,1930-003
1930,Fase de grupos,Grupo A,16 de julho,Chile 3 - 0 México,Chile,3 - 0,México,"Estádio Parque Central, Montevidéu",Chile,México,M. Rosas,52,,52',gol_contra,Gol contra,Não detalhado,Não detalhado,Não detalhado,,,,,False,True,False,False,False,Gol contra,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,M. Rosas 52' (g.c.),9,1930-003
1930,Fase de grupos,Grupo A,19 de julho,Chile 1 - 0 França,Chile,1 - 0,França,"Estádio Centenário, Montevidéu",Chile,França,Subiabre,67,,67',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Subiabre 67',10,1930-004
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",Argentina,México,Stábile,8,,8',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stábile 8',11,1930-005
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",Argentina,México,Stábile,17,,17',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stábile 17',12,1930-005
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",Argentina,México,Stábile,80,,80',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stábile 80',13,1930-005
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",Argentina,México,Zumelzú,12,,12',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Zumelzú 12',14,1930-005
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",Argentina,México,Zumelzú,55,,55',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Zumelzú 55',15,1930-005
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",Argentina,México,Varallo,53,,53',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Varallo 53',16,1930-005
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",México,Argentina,M. Rosas,42,,42',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,M. Rosas 42' (pen.),17,1930-005
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",México,Argentina,M. Rosas,65,,65',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,M. Rosas 65',18,1930-005
1930,Fase de grupos,Grupo A,19 de julho,Argentina 6 - 3 México,Argentina,6 - 3,México,"Estádio Centenário, Montevidéu",México,Argentina,Gayón,75,,75',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Gayón 75',19,1930-005
1930,Fase de grupos,Grupo A,22 de julho,Argentina 3 - 1 Chile,Argentina,3 - 1,Chile,"Estádio Centenário, Montevidéu",Argentina,Chile,Stábile,12,,12',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stábile 12',20,1930-006
1930,Fase de grupos,Grupo A,22 de julho,Argentina 3 - 1 Chile,Argentina,3 - 1,Chile,"Estádio Centenário, Montevidéu",Argentina,Chile,Stábile,13,,13',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stábile 13',21,1930-006
1930,Fase de grupos,Grupo A,22 de julho,Argentina 3 - 1 Chile,Argentina,3 - 1,Chile,"Estádio Centenário, Montevidéu",Argentina,Chile,M. Evaristo,51,,51',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,M. Evaristo 51',22,1930-006
1930,Fase de grupos,Grupo A,22 de julho,Argentina 3 - 1 Chile,Argentina,3 - 1,Chile,"Estádio Centenário, Montevidéu",Chile,Argentina,Subiabre,15,,15',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Subiabre 15',23,1930-006
1930,Fase de grupos,Grupo B,14 de julho,Iugoslávia 2 - 1 Brasil,Iugoslávia,2 - 1,Brasil,"Estádio Parque Central, Montevidéu",Iugoslávia,Brasil,Tirnanić,21,,21',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Tirnanić 21',24,1930-007
1930,Fase de grupos,Grupo B,14 de julho,Iugoslávia 2 - 1 Brasil,Iugoslávia,2 - 1,Brasil,"Estádio Parque Central, Montevidéu",Iugoslávia,Brasil,Bek,30,,30',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Bek 30',25,1930-007
1930,Fase de grupos,Grupo B,14 de julho,Iugoslávia 2 - 1 Brasil,Iugoslávia,2 - 1,Brasil,"Estádio Parque Central, Montevidéu",Brasil,Iugoslávia,Preguinho,62,,62',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Preguinho 62',26,1930-007
1930,Fase de grupos,Grupo B,17 de julho,Iugoslávia 4 - 0 Bolívia,Iugoslávia,4 - 0,Bolívia,"Estádio Parque Central, Montevidéu",Iugoslávia,Bolívia,Bek,60,,60',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Bek 60',27,1930-008
1930,Fase de grupos,Grupo B,17 de julho,Iugoslávia 4 - 0 Bolívia,Iugoslávia,4 - 0,Bolívia,"Estádio Parque Central, Montevidéu",Iugoslávia,Bolívia,Bek,67,,67',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Bek 67',28,1930-008
1930,Fase de grupos,Grupo B,17 de julho,Iugoslávia 4 - 0 Bolívia,Iugoslávia,4 - 0,Bolívia,"Estádio Parque Central, Montevidéu",Iugoslávia,Bolívia,Marjanović,65,,65',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Marjanović 65',29,1930-008
1930,Fase de grupos,Grupo B,17 de julho,Iugoslávia 4 - 0 Bolívia,Iugoslávia,4 - 0,Bolívia,"Estádio Parque Central, Montevidéu",Iugoslávia,Bolívia,Vujadinović,85,,85',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Vujadinović 85',30,1930-008
1930,Fase de grupos,Grupo B,20 de julho,Brasil 4 - 0 Bolívia,Brasil,4 - 0,Bolívia,"Estádio Centenário, Montevidéu",Brasil,Bolívia,Moderato,37,,37',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Moderato 37',31,1930-009
1930,Fase de grupos,Grupo B,20 de julho,Brasil 4 - 0 Bolívia,Brasil,4 - 0,Bolívia,"Estádio Centenário, Montevidéu",Brasil,Bolívia,Moderato,73,,73',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Moderato 73',32,1930-009
1930,Fase de grupos,Grupo B,20 de julho,Brasil 4 - 0 Bolívia,Brasil,4 - 0,Bolívia,"Estádio Centenário, Montevidéu",Brasil,Bolívia,Preguinho,57,,57',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Preguinho 57',33,1930-009
1930,Fase de grupos,Grupo B,20 de julho,Brasil 4 - 0 Bolívia,Brasil,4 - 0,Bolívia,"Estádio Centenário, Montevidéu",Brasil,Bolívia,Preguinho,83,,83',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Preguinho 83',34,1930-009
1930,Fase de grupos,Grupo C,14 de julho,Romênia 3 - 1 Peru,Romênia,3 - 1,Peru,"Estádio Pocitos, Montevidéu",Romênia,Peru,Deșu,1,,1',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Deșu 1',35,1930-010
1930,Fase de grupos,Grupo C,14 de julho,Romênia 3 - 1 Peru,Romênia,3 - 1,Peru,"Estádio Pocitos, Montevidéu",Romênia,Peru,Stanciu,79,,79',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stanciu 79',36,1930-010
1930,Fase de grupos,Grupo C,14 de julho,Romênia 3 - 1 Peru,Romênia,3 - 1,Peru,"Estádio Pocitos, Montevidéu",Romênia,Peru,Kovács,89,,89',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Kovács 89',37,1930-010
1930,Fase de grupos,Grupo C,14 de julho,Romênia 3 - 1 Peru,Romênia,3 - 1,Peru,"Estádio Pocitos, Montevidéu",Peru,Romênia,Souza Ferreira,75,,75',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Souza Ferreira 75',38,1930-010
1930,Fase de grupos,Grupo C,18 de julho,Uruguai 1 - 0 Peru,Uruguai,1 - 0,Peru,"Estádio Centenário, Montevidéu",Uruguai,Peru,Castro,65,,65',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Castro 65',39,1930-011
1930,Fase de grupos,Grupo C,21 de julho,Uruguai 4 - 0 Romênia,Uruguai,4 - 0,Romênia,"Estádio Centenário, Montevidéu",Uruguai,Romênia,Dorado,7,,7',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Dorado 7',40,1930-012
1930,Fase de grupos,Grupo C,21 de julho,Uruguai 4 - 0 Romênia,Uruguai,4 - 0,Romênia,"Estádio Centenário, Montevidéu",Uruguai,Romênia,Scarone,26,,26',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Scarone 26',41,1930-012
1930,Fase de grupos,Grupo C,21 de julho,Uruguai 4 - 0 Romênia,Uruguai,4 - 0,Romênia,"Estádio Centenário, Montevidéu",Uruguai,Romênia,Anselmo,31,,31',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Anselmo 31',42,1930-012
1930,Fase de grupos,Grupo C,21 de julho,Uruguai 4 - 0 Romênia,Uruguai,4 - 0,Romênia,"Estádio Centenário, Montevidéu",Uruguai,Romênia,Cea,35,,35',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Cea 35',43,1930-012
1930,Fase de grupos,Grupo D,13 de julho,Estados Unidos 3 - 0 Bélgica,Estados Unidos,3 - 0,Bélgica,"Estádio Parque Central, Montevidéu",Estados Unidos,Bélgica,McGhee,23,,23',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,McGhee 23',44,1930-013
1930,Fase de grupos,Grupo D,13 de julho,Estados Unidos 3 - 0 Bélgica,Estados Unidos,3 - 0,Bélgica,"Estádio Parque Central, Montevidéu",Estados Unidos,Bélgica,Florie,45,,45',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Florie 45',45,1930-013
1930,Fase de grupos,Grupo D,13 de julho,Estados Unidos 3 - 0 Bélgica,Estados Unidos,3 - 0,Bélgica,"Estádio Parque Central, Montevidéu",Estados Unidos,Bélgica,Patenaude,69,,69',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Patenaude 69',46,1930-013
1930,Fase de grupos,Grupo D,17 de julho,Estados Unidos 3 - 0 Paraguai,Estados Unidos,3 - 0,Paraguai,"Estádio Parque Central, Montevidéu",Estados Unidos,Paraguai,Patenaude,10,,10',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Patenaude 10',47,1930-014
1930,Fase de grupos,Grupo D,17 de julho,Estados Unidos 3 - 0 Paraguai,Estados Unidos,3 - 0,Paraguai,"Estádio Parque Central, Montevidéu",Estados Unidos,Paraguai,Patenaude,15,,15',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Patenaude 15',48,1930-014
1930,Fase de grupos,Grupo D,17 de julho,Estados Unidos 3 - 0 Paraguai,Estados Unidos,3 - 0,Paraguai,"Estádio Parque Central, Montevidéu",Estados Unidos,Paraguai,Patenaude,50,,50',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Patenaude 50',49,1930-014
1930,Fase de grupos,Grupo D,20 de julho,Paraguai 1 - 0 Bélgica,Paraguai,1 - 0,Bélgica,"Estádio Centenário, Montevidéu",Paraguai,Bélgica,Vargas Peña,40,,40',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Vargas Peña 40',50,1930-015
1930,Semifinal,,26 de julho,Argentina 6 - 1 Estados Unidos,Argentina,6 - 1,Estados Unidos,"Estádio Centenário, Montevidéu",Argentina,Estados Unidos,Monti,20,,20',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Monti 20',51,1930-016
1930,Semifinal,,26 de julho,Argentina 6 - 1 Estados Unidos,Argentina,6 - 1,Estados Unidos,"Estádio Centenário, Montevidéu",Argentina,Estados Unidos,Scopelli,56,,56',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Scopelli 56',52,1930-016
1930,Semifinal,,26 de julho,Argentina 6 - 1 Estados Unidos,Argentina,6 - 1,Estados Unidos,"Estádio Centenário, Montevidéu",Argentina,Estados Unidos,Stábile,69,,69',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stábile 69',53,1930-016
1930,Semifinal,,26 de julho,Argentina 6 - 1 Estados Unidos,Argentina,6 - 1,Estados Unidos,"Estádio Centenário, Montevidéu",Argentina,Estados Unidos,Stábile,87,,87',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stábile 87',54,1930-016
1930,Semifinal,,26 de julho,Argentina 6 - 1 Estados Unidos,Argentina,6 - 1,Estados Unidos,"Estádio Centenário, Montevidéu",Argentina,Estados Unidos,Peucelle,80,,80',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Peucelle 80',55,1930-016
1930,Semifinal,,26 de julho,Argentina 6 - 1 Estados Unidos,Argentina,6 - 1,Estados Unidos,"Estádio Centenário, Montevidéu",Argentina,Estados Unidos,Peucelle,85,,85',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Peucelle 85',56,1930-016
1930,Semifinal,,26 de julho,Argentina 6 - 1 Estados Unidos,Argentina,6 - 1,Estados Unidos,"Estádio Centenário, Montevidéu",Estados Unidos,Argentina,Brown,89,,89',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Brown 89',57,1930-016
1930,Semifinal,,27 de julho,Uruguai 6 - 1 Iugoslávia,Uruguai,6 - 1,Iugoslávia,"Estádio Centenário, Montevidéu",Uruguai,Iugoslávia,Cea,18,,18',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Cea 18',58,1930-017
1930,Semifinal,,27 de julho,Uruguai 6 - 1 Iugoslávia,Uruguai,6 - 1,Iugoslávia,"Estádio Centenário, Montevidéu",Uruguai,Iugoslávia,Cea,67,,67',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Cea 67',59,1930-017
1930,Semifinal,,27 de julho,Uruguai 6 - 1 Iugoslávia,Uruguai,6 - 1,Iugoslávia,"Estádio Centenário, Montevidéu",Uruguai,Iugoslávia,Cea,72,,72',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Cea 72',60,1930-017
1930,Semifinal,,27 de julho,Uruguai 6 - 1 Iugoslávia,Uruguai,6 - 1,Iugoslávia,"Estádio Centenário, Montevidéu",Uruguai,Iugoslávia,Anselmo,20,,20',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Anselmo 20',61,1930-017
1930,Semifinal,,27 de julho,Uruguai 6 - 1 Iugoslávia,Uruguai,6 - 1,Iugoslávia,"Estádio Centenário, Montevidéu",Uruguai,Iugoslávia,Anselmo,31,,31',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Anselmo 31',62,1930-017
1930,Semifinal,,27 de julho,Uruguai 6 - 1 Iugoslávia,Uruguai,6 - 1,Iugoslávia,"Estádio Centenário, Montevidéu",Uruguai,Iugoslávia,Iriarte,61,,61',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Iriarte 61',63,1930-017
1930,Semifinal,,27 de julho,Uruguai 6 - 1 Iugoslávia,Uruguai,6 - 1,Iugoslávia,"Estádio Centenário, Montevidéu",Iugoslávia,Uruguai,Vujadinović,4,,4',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Vujadinović 4',64,1930-017
1930,Final,,30 de julho,Uruguai 4 - 2 Argentina,Uruguai,4 - 2,Argentina,"Estádio Centenário, Montevidéu",Uruguai,Argentina,Dorado,12,,12',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Dorado 12',65,1930-018
1930,Final,,30 de julho,Uruguai 4 - 2 Argentina,Uruguai,4 - 2,Argentina,"Estádio Centenário, Montevidéu",Uruguai,Argentina,Cea,57,,57',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Cea 57',66,1930-018
1930,Final,,30 de julho,Uruguai 4 - 2 Argentina,Uruguai,4 - 2,Argentina,"Estádio Centenário, Montevidéu",Uruguai,Argentina,Iriarte,68,,68',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Iriarte 68',67,1930-018
1930,Final,,30 de julho,Uruguai 4 - 2 Argentina,Uruguai,4 - 2,Argentina,"Estádio Centenário, Montevidéu",Uruguai,Argentina,Castro,89,,89',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Castro 89',68,1930-018
1930,Final,,30 de julho,Uruguai 4 - 2 Argentina,Uruguai,4 - 2,Argentina,"Estádio Centenário, Montevidéu",Argentina,Uruguai,Peucelle,20,,20',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Peucelle 20',69,1930-018
1930,Final,,30 de julho,Uruguai 4 - 2 Argentina,Uruguai,4 - 2,Argentina,"Estádio Centenário, Montevidéu",Argentina,Uruguai,Stábile,37,,37',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Stábile 37',70,1930-018
1934,Oitavas de final,,27 de maio,Itália 7 - 1 Estados Unidos,Itália,7 - 1,Estados Unidos,"Stadio Nazionale PNF, Roma",Itália,Estados Unidos,Schiavio,18,,18',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Schiavio 18',71,1934-001
1934,Oitavas de final,,27 de maio,Itália 7 - 1 Estados Unidos,Itália,7 - 1,Estados Unidos,"Stadio Nazionale PNF, Roma",Itália,Estados Unidos,Schiavio,29,,29',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Schiavio 29',72,1934-001
1934,Oitavas de final,,27 de maio,Itália 7 - 1 Estados Unidos,Itália,7 - 1,Estados Unidos,"Stadio Nazionale PNF, Roma",Itália,Estados Unidos,Schiavio,64,,64',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Schiavio 64',73,1934-001
1934,Oitavas de final,,27 de maio,Itália 7 - 1 Estados Unidos,Itália,7 - 1,Estados Unidos,"Stadio Nazionale PNF, Roma",Itália,Estados Unidos,Orsi,20,,20',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Orsi 20',74,1934-001
1934,Oitavas de final,,27 de maio,Itália 7 - 1 Estados Unidos,Itália,7 - 1,Estados Unidos,"Stadio Nazionale PNF, Roma",Itália,Estados Unidos,Orsi,69,,69',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Orsi 69',75,1934-001
1934,Oitavas de final,,27 de maio,Itália 7 - 1 Estados Unidos,Itália,7 - 1,Estados Unidos,"Stadio Nazionale PNF, Roma",Itália,Estados Unidos,Ferrari,63,,63',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Ferrari 63',76,1934-001
1934,Oitavas de final,,27 de maio,Itália 7 - 1 Estados Unidos,Itália,7 - 1,Estados Unidos,"Stadio Nazionale PNF, Roma",Itália,Estados Unidos,Meazza,90,,90',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Meazza 90',77,1934-001
1934,Oitavas de final,,27 de maio,Itália 7 - 1 Estados Unidos,Itália,7 - 1,Estados Unidos,"Stadio Nazionale PNF, Roma",Estados Unidos,Itália,Donelli,57,,57',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Donelli 57',78,1934-001
1934,Oitavas de final,,27 de maio,Espanha 3 - 1 Brasil,Espanha,3 - 1,Brasil,"Stadio Luigi Ferraris, Gênova",Espanha,Brasil,Iraragorri,18,,18',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Iraragorri 18' (pen.),79,1934-002
